OFORDER_ID,TABLE_NUMBER,EMPLOYEE_ID,BRANCH_ID,EMPLYEE_RATING
O051963,39,E013008,B001,5
O051968,21,E012378,B001,5
O051976,12,E013699,B001,5
O051977,9,E005375,B001,5
O051981,43,E007398,B001,2
O051982,25,E012581,B001,1
O051983,11,E001098,B001,5
O051985,1,E004485,B001,5
O051987,23,E013872,B001,5
O051993,50,E008179,B001,5
O052000,19,E007293,B001,5
O052003,21,E003638,B001,5
O052012,50,E008509,B001,4
O052014,38,E004750,B001,5
O052021,46,E000101,B001,5
O052023,42,E003266,B001,1
O052027,29,E001536,B001,4
O052028,26,E002191,B001,5
O052038,24,E012623,B001,5
O052039,31,E006072,B001,1
O052043,45,E009301,B001,5
O052048,13,E004931,B001,3
O052049,1,E003547,B001,5
O052052,16,E014294,B001,2
O052055,12,E007821,B001,5
O052057,36,E009051,B001,5
O052071,21,E014222,B001,5
O052072,18,E009571,B001,1
O052075,46,E005880,B001,5
O052080,26,E008247,B001,5
O052088,41,E001972,B001,5
O052090,5,E009220,B001,5
O052091,38,E007240,B001,5
O052093,2,E010894,B001,3
O052094,15,E002623,B001,5
O052095,33,E006511,B001,5
O052099,5,E006944,B001,5
O052108,48,E001840,B001,5
O052110,29,E003451,B001,5
O052111,9,E002540,B001,5
O052116,33,E002975,B001,5
O052117,32,E010425,B001,5
O052118,15,E008466,B001,4
O052119,47,E003109,B001,5
O052123,19,E010975,B001,5
O052124,5,E009870,B001,5
O052126,11,E001539,B001,5
O052129,14,E007268,B001,5
O052133,50,E009221,B001,3
O052134,13,E012098,B001,1
O052136,17,E003167,B001,4
O052137,5,E009243,B001,5
O052139,48,E010269,B001,5
O052144,33,E013098,B001,5
O052150,16,E007854,B001,5
O052154,13,E007452,B001,5
O052155,37,E013613,B001,5
O052166,19,E012664,B001,5
O052168,40,E005738,B001,5
O052170,34,E007518,B001,5
O052173,17,E014419,B001,5
O052174,49,E003783,B001,5
O052177,46,E007816,B001,5
O052186,23,E014608,B001,1
O052187,30,E006924,B001,2
O052190,16,E011070,B001,5
O052191,14,E012970,B001,5
O052196,21,E012304,B001,5
O052197,49,E006903,B001,5
O052200,37,E008971,B001,5
O052202,36,E012659,B001,5
O052208,27,E013387,B001,1
O052210,37,E000306,B001,5
O052211,2,E003715,B001,5
O052212,42,E003516,B001,5
O052213,39,E003716,B001,5
O052214,1,E005000,B001,5
O052221,34,E009329,B001,1
O052225,26,E005671,B001,5
O052227,26,E007738,B001,4
O052229,11,E006864,B001,5
O052231,38,E004487,B001,1
O052233,1,E004684,B001,5
O052234,6,E013916,B001,5
O052235,46,E014332,B001,5
O052237,15,E002877,B001,5
O052239,35,E003104,B001,5
O052243,31,E004584,B001,5
O052247,44,E005047,B001,5
O052249,48,E000908,B001,5
O052250,4,E014107,B001,4
O052251,23,E004039,B001,4
O052252,48,E010244,B001,5
O052255,17,E010801,B001,5
O052256,3,E013180,B001,4
O052260,25,E003299,B001,5
O052263,4,E000876,B001,5
O052264,6,E009520,B001,5
O052266,38,E014107,B001,2
O052267,10,E013065,B001,5
O052268,38,E006697,B001,5
O052277,23,E001770,B001,1
O052279,16,E003122,B001,4
O052283,9,E003030,B001,3
O052289,44,E002572,B001,1
O052290,31,E012429,B001,4
O052295,15,E012648,B001,5
O052296,27,E004244,B001,1
O052297,1,E007671,B001,5
O052299,18,E007828,B001,5
O052300,14,E011691,B001,5
O052301,45,E014526,B001,1
O052303,31,E010380,B001,5
O052308,32,E012478,B001,5
O052310,9,E014856,B001,5
O052311,15,E010648,B001,2
O052318,36,E009635,B001,5
O052322,21,E004709,B001,4
O052323,46,E009768,B001,5
O052325,2,E012979,B001,3
O052326,24,E012447,B001,4
O052328,37,E002418,B001,5
O052335,24,E012244,B001,5
O052336,8,E004774,B001,5
O052337,48,E012389,B001,5
O052339,49,E014345,B001,5
O052343,10,E002485,B001,4
O052344,17,E014330,B001,5
O052345,38,E009983,B001,1
O052348,1,E001729,B001,5
O052349,49,E001964,B001,5
O052355,2,E004583,B001,1
O052356,3,E012333,B001,5
O052359,17,E003726,B001,5
O052360,23,E003246,B001,5
O052361,19,E002272,B001,5
O052362,42,E008563,B001,5
O052365,1,E006878,B001,5
O052366,30,E014980,B001,5
O052369,38,E012897,B001,5
O052373,11,E010283,B001,5
O052375,48,E013813,B001,4
O052379,21,E003043,B001,5
O052383,36,E014400,B001,1
O052384,40,E011544,B001,5
O052387,12,E014476,B001,5
O052389,28,E012103,B001,2
O052396,43,E014579,B001,5
O052402,8,E012078,B001,5
O052405,4,E009269,B001,5
O052419,19,E006119,B001,5
O052422,47,E014505,B001,5
O052428,15,E008476,B001,5
O052429,25,E013718,B001,5
O052434,27,E005384,B001,5
O052435,9,E014625,B001,5
O052436,19,E000929,B001,4
O052437,12,E001060,B001,5
O052438,2,E001840,B001,2
O052439,6,E006833,B001,5
O052440,29,E008651,B001,5
O052444,44,E001084,B001,1
O052448,22,E002288,B001,4
O052449,27,E014376,B001,5
O052450,7,E003742,B001,3
O052455,26,E002478,B001,5
O052457,35,E014550,B001,1
O052458,6,E002547,B001,5
O052459,44,E014969,B001,5
O052464,7,E014097,B001,5
O052467,16,E003448,B001,2
O052469,19,E009025,B001,3
O052470,28,E012252,B001,5
O052471,22,E001274,B001,2
O052476,37,E004966,B001,5
O052482,1,E007536,B001,5
O052485,20,E011140,B001,5
O052486,16,E012693,B001,5
O052497,49,E011611,B001,5
O052502,6,E011456,B001,1
O052505,42,E013517,B001,5
O052509,23,E010396,B001,5
O052514,26,E005079,B001,4
O052516,20,E009612,B001,5
O052517,20,E004318,B001,2
O052519,24,E002881,B001,5
O052520,14,E007276,B001,2
O052521,2,E001307,B001,3
O052522,4,E014959,B001,5
O052525,31,E013421,B001,5
O052526,21,E006954,B001,3
O052529,50,E011775,B001,2
O052530,19,E003049,B001,5
O052535,16,E007808,B001,1
O052536,4,E000932,B001,2
O052543,28,E012667,B001,5
O052544,10,E007732,B001,5
O052548,40,E008633,B001,5
O052549,36,E005586,B001,1
O052555,28,E009403,B001,5
O052558,43,E006684,B001,5
O052559,21,E013495,B001,3
O052562,48,E004693,B001,5
O052565,38,E009743,B001,5
O052568,7,E010329,B001,5
O052571,12,E011472,B001,5
O052573,15,E006494,B001,5
O052580,15,E008913,B001,5
O052586,17,E012069,B001,5
O052587,18,E013137,B001,5
O052588,31,E000446,B001,5
O052595,24,E007129,B001,5
O052597,41,E005526,B001,5
O052598,32,E012012,B001,4
O052604,23,E013603,B001,5
O052605,46,E005491,B001,5
O052609,2,E014260,B001,1
O052616,10,E007444,B001,5
O052617,47,E009784,B001,5
O052623,5,E003764,B001,5
O052624,19,E010594,B001,5
O052625,34,E000348,B001,5
O052637,26,E010168,B001,5
O052639,12,E013064,B001,4
O052643,4,E008549,B001,4
O052646,5,E009106,B001,2
O052649,48,E008507,B001,5
O052653,29,E013997,B001,5
O052655,5,E005013,B001,3
O052659,37,E006261,B001,1
O052661,22,E011604,B001,4
O052662,5,E013423,B001,3
O052664,30,E007565,B001,5
O052665,2,E014736,B001,5
O052667,23,E008598,B001,5
O052668,36,E000373,B001,3
O052669,28,E002804,B001,1
O052670,40,E006958,B001,5
O052671,10,E006920,B001,5
O052672,50,E011699,B001,5
O052674,23,E008958,B001,3
O052676,4,E009370,B001,3
O052679,46,E004580,B001,5
O052680,39,E003073,B001,5
O052682,32,E014753,B001,5
O052684,35,E001345,B001,5
O052685,29,E009024,B001,2
O052688,24,E006725,B001,2
O052693,32,E006932,B001,4
O052696,2,E000712,B001,5
O052698,7,E001138,B001,5
O052699,27,E009713,B001,5
O052700,49,E002857,B001,5
O052703,23,E000226,B001,5
O052704,39,E010083,B001,3
O052705,40,E008039,B001,5
O052706,17,E002435,B001,5
O052711,25,E001376,B001,4
O052712,19,E001055,B001,5
O052715,11,E014161,B001,5
O052722,50,E008739,B001,5
O052726,14,E010735,B001,3
O052728,49,E000820,B001,5
O052735,12,E009055,B001,5
O052737,8,E010959,B001,5
O052738,3,E012697,B001,5
O052740,38,E009699,B001,3
O052742,2,E011084,B001,5
O052743,11,E007368,B001,5
O052744,29,E007917,B001,5
O052745,7,E005874,B001,5
O052749,9,E011052,B001,1
O052754,36,E014653,B001,1
O052757,36,E002654,B001,3
O052758,18,E000836,B001,4
O052762,28,E007241,B001,5
O052767,43,E012659,B001,3
O052768,49,E012926,B001,1
O052771,6,E012896,B001,2
O052772,27,E001821,B001,5
O052774,14,E003381,B001,5
O052779,24,E010520,B001,1
O052782,15,E004259,B001,5
O052783,41,E003595,B001,2
O052788,36,E008981,B001,2
O052791,14,E012798,B001,5
O052792,27,E001029,B001,5
O052798,30,E012625,B001,5
O052799,10,E005926,B001,5
O052800,40,E004628,B001,3
O052818,31,E011907,B001,3
O052821,5,E008399,B001,3
O052823,19,E000967,B001,5
O052842,26,E012189,B001,5
O052845,20,E012874,B001,5
O052855,3,E002403,B001,4
O052858,24,E008236,B001,5
O052860,16,E004397,B001,5
O052863,11,E004122,B001,5
O052865,4,E006422,B001,5
O052868,34,E006460,B001,4
O052872,43,E005169,B001,5
O052873,39,E003323,B001,5
O052875,50,E000315,B001,5
O052880,43,E004370,B001,5
O052882,10,E004588,B001,5
O052885,34,E002462,B001,5
O052886,9,E005756,B001,5
O052890,1,E007243,B001,5
O052891,39,E001851,B001,5
O052892,22,E005847,B001,5
O052894,39,E013323,B001,5
O052895,11,E014302,B001,1
O052897,50,E007034,B001,4
O052898,11,E005186,B001,5
O052899,10,E011027,B001,5
O052902,44,E014589,B001,3
O052903,14,E013145,B001,5
O052905,41,E007522,B001,5
O052910,21,E003016,B001,5
O052911,31,E006626,B001,5
O052916,32,E011750,B001,5
O052925,48,E008677,B001,5
O052927,30,E000860,B001,5
O052935,15,E005637,B001,5
O052936,35,E003878,B001,5
O052938,33,E009761,B001,1
O052940,23,E002992,B001,5
O052946,24,E010979,B001,5
O052949,16,E014088,B001,5
O052954,11,E002288,B001,5
O052956,4,E006471,B001,5
O052957,26,E001327,B001,5
O052959,18,E012272,B001,5
O052960,7,E014239,B001,5
O052962,21,E002865,B001,1
O052964,24,E011382,B001,2
O052967,35,E009096,B001,5
O052972,44,E013196,B001,5
O052973,40,E009712,B001,5
O052978,46,E000074,B001,2
O052979,5,E002519,B001,5
O052983,28,E005724,B001,5
O052985,2,E003428,B001,5
O052997,47,E005671,B001,5
O053002,38,E010943,B001,4
O053004,29,E009867,B001,5
O053005,34,E008165,B001,5
O053006,34,E001871,B001,3
O053007,1,E007665,B001,5
O053008,23,E005965,B001,2
O053012,33,E007840,B001,5
O053013,6,E009439,B001,4
O053014,19,E001316,B001,5
O053015,38,E008871,B001,5
O053018,36,E006322,B001,2
O053020,8,E004858,B001,5
O053030,14,E011502,B001,5
O053038,32,E005735,B001,5
O053041,50,E001191,B001,5
O053051,23,E007364,B001,1
O053053,50,E009191,B001,5
O053055,3,E010945,B001,5
O053056,36,E001845,B001,2
O053059,14,E014075,B001,3
O053060,7,E000202,B001,2
O053061,46,E014875,B001,3
O053063,13,E005604,B001,3
O053066,16,E003499,B001,5
O053067,29,E002268,B001,5
O053069,9,E013851,B001,4
O053073,20,E002337,B001,5
O053078,10,E013555,B001,3
O053081,48,E013154,B001,5
O053082,34,E001883,B001,1
O053084,49,E014067,B001,5
O053087,21,E006455,B001,5
O053090,27,E003413,B001,1
O053094,46,E006995,B001,3
O053099,8,E008104,B001,5
O053100,17,E014237,B001,5
O053107,3,E014084,B001,5
O053118,47,E000600,B001,1
O053120,4,E002128,B001,5
O053122,11,E008271,B001,5
O053123,30,E001919,B001,1
O053124,38,E006080,B001,5
O053130,4,E002664,B001,5
O053133,20,E003227,B001,5
O053135,19,E010199,B001,4
O053140,2,E006718,B001,5
O053143,1,E007972,B001,5
O053146,19,E014926,B001,5
O053148,16,E008962,B001,5
O053150,44,E011183,B001,1
O053153,40,E008289,B001,5
O053155,45,E001855,B001,5
O053157,11,E001939,B001,1
O053158,31,E010711,B001,1
O053161,45,E006723,B001,5
O053164,34,E008725,B001,5
O053165,44,E006599,B001,5
O053166,26,E000701,B001,5
O053169,30,E012525,B001,5
O053170,50,E000226,B001,5
O053171,36,E003166,B001,4
O053175,19,E005077,B001,3
O053179,48,E008411,B001,1
O053181,1,E013585,B001,5
O053186,38,E011297,B001,5
O053187,25,E004347,B001,5
O053189,1,E011672,B001,5
O053192,17,E004284,B001,4
O053201,23,E003083,B001,5
O053203,32,E010643,B001,5
O053208,5,E010767,B001,5
O053209,31,E012482,B001,3
O053210,19,E008438,B001,3
O053216,30,E010019,B001,1
O053219,14,E005165,B001,5
O053221,9,E005491,B001,5
O053224,19,E014403,B001,4
O053225,37,E009597,B001,4
O053228,49,E013220,B001,5
O053229,46,E010720,B001,5
O053231,22,E012040,B001,5
O053233,47,E000599,B001,1
O053242,42,E004321,B001,5
O053243,39,E006723,B001,4
O053245,47,E010674,B001,5
O053250,5,E004151,B001,5
O053251,38,E003159,B001,5
O053263,43,E001423,B001,1
O053265,28,E011925,B001,1
O053269,45,E009199,B001,5
O053272,15,E002482,B001,3
O053274,42,E011283,B001,5
O053280,11,E006429,B001,4
O053282,40,E002303,B001,4
O053283,16,E010735,B001,1
O053286,31,E013510,B001,5
O053291,50,E012382,B001,5
O053296,11,E014893,B001,3
O053299,1,E001475,B001,5
O053302,5,E004697,B001,5
O053304,23,E010568,B001,5
O053305,7,E014625,B001,5
O053306,42,E008760,B001,5
O053307,24,E010077,B001,1
O053309,44,E010980,B001,5
O053310,27,E012765,B001,5
O053316,24,E002092,B001,5
O053327,49,E009006,B001,2
O053333,49,E007792,B001,2
O053339,1,E009238,B001,5
O053340,9,E008158,B001,5
O053346,45,E011898,B001,3
O053348,26,E000536,B001,3
O053351,5,E009177,B001,5
O053356,22,E003745,B001,3
O053357,35,E007030,B001,5
O053362,24,E000846,B001,5
O053366,5,E010989,B001,5
O053372,50,E012717,B001,4
O053373,16,E003312,B001,5
O053374,49,E006595,B001,5
O053378,37,E006197,B001,5
O053379,26,E002809,B001,3
O053382,13,E004539,B001,5
O053399,21,E005199,B001,5
O053403,45,E013837,B001,3
O053405,46,E007249,B001,5
O053408,17,E014640,B001,5
O053419,39,E009947,B001,5
O053425,17,E000546,B001,5
O053433,8,E010223,B001,3
O053435,44,E001456,B001,5
O053437,26,E005910,B001,5
O053438,14,E001899,B001,5
O053440,22,E010045,B001,5
O053441,33,E009890,B001,5
O053443,47,E010679,B001,3
O053444,39,E006471,B001,5
O053454,44,E008127,B001,5
O053455,18,E004849,B001,5
O053457,45,E000586,B001,4
O053462,28,E002575,B001,5
O053463,22,E011393,B001,1
O053465,16,E005520,B001,5
O053466,50,E005339,B001,5
O053471,50,E013589,B001,1
O053474,28,E006672,B001,5
O053475,22,E005699,B001,5
O053479,33,E000213,B001,3
O053481,38,E009960,B001,2
O053483,31,E008950,B001,5
O053484,31,E002205,B001,2
O053485,21,E003771,B001,5
O053489,18,E003120,B001,5
O053499,27,E013650,B001,5
O053502,1,E000416,B001,5
O053503,28,E004427,B001,5
O053507,25,E002579,B001,5
O053515,48,E014560,B001,4
O053521,9,E010323,B001,5
O053522,9,E012165,B001,5
O053528,13,E000329,B001,5
O053530,33,E006964,B001,5
O053533,40,E013007,B001,5
O053534,5,E001796,B001,5
O053538,45,E004737,B001,5
O053540,40,E006963,B001,4
O053542,24,E011657,B001,4
O053544,17,E005178,B001,5
O053559,5,E004140,B001,5
O053560,32,E006225,B001,2
O053562,15,E005901,B001,5
O053566,25,E001446,B001,5
O053567,48,E005038,B001,5
O053570,7,E014522,B001,5
O053571,27,E005281,B001,5
O053573,10,E011711,B001,4
O053574,28,E008062,B001,5
O053575,31,E004501,B001,5
O053576,41,E002878,B001,5
O053578,42,E011297,B001,2
O053580,6,E003435,B001,5
O053585,10,E011359,B001,4
O053590,37,E001075,B001,3
O053591,36,E012861,B001,5
O053596,2,E012623,B001,5
O053597,25,E012301,B001,5
O053598,8,E006063,B001,5
O053599,36,E008545,B001,5
O053601,17,E000511,B001,3
O053605,7,E001925,B001,5
O053606,19,E007615,B001,5
O053607,1,E010803,B001,5
O053608,28,E010053,B001,5
O053617,30,E008308,B001,5
O053620,19,E010894,B001,5
O053624,47,E000831,B001,3
O053628,27,E007659,B001,5
O053634,34,E011059,B001,3
O053637,41,E011449,B001,5
O053640,24,E003647,B001,1
O053642,17,E014049,B001,5
O053645,15,E007413,B001,5
O053649,4,E013078,B001,4
O053661,9,E014295,B001,5
O053663,17,E003372,B001,4
O053665,14,E011879,B001,5
O053667,35,E014256,B001,5
O053669,28,E007049,B001,4
O053671,26,E002584,B001,5
O053672,25,E001576,B001,5
O053674,36,E000371,B001,2
O053677,31,E006602,B001,5
O053678,28,E000864,B001,5
O053679,15,E013261,B001,5
O053680,46,E006728,B001,5
O053688,43,E009109,B001,4
O053691,48,E003951,B001,5
O053694,19,E003636,B001,4
O053696,40,E003654,B001,1
O053698,39,E006598,B001,2
O053702,22,E010625,B001,5
O053719,18,E007671,B001,5
O053720,48,E012439,B001,5
O053722,5,E002090,B001,3
O053726,27,E002169,B001,5
O053728,1,E006667,B001,5
O053734,23,E002682,B001,5
O053736,42,E004453,B001,2
O053740,38,E014975,B001,2
O053742,26,E002691,B001,5
O053746,16,E006544,B001,4
O053748,25,E004349,B001,5
O053750,3,E004376,B001,5
O053751,24,E001451,B001,5
O053753,40,E009595,B001,4
O053757,49,E000441,B001,3
O053761,8,E005634,B001,5
O053771,21,E002701,B001,3
O053772,40,E000702,B001,5
O053773,29,E014309,B001,5
O053774,33,E009119,B001,5
O053775,43,E011424,B001,5
O053776,15,E009955,B001,5
O053778,41,E011630,B001,5
O053779,21,E000077,B001,3
O053782,5,E000959,B001,2
O053786,31,E003363,B001,5
O053790,30,E009720,B001,5
O053793,6,E012740,B001,3
O053799,37,E009857,B001,1
O053803,24,E014562,B001,5
O053805,44,E009006,B001,5
O053806,33,E003567,B001,3
O053809,26,E010983,B001,5
O053810,17,E001020,B001,5
O053819,23,E000667,B001,5
O053820,18,E002855,B001,5
O053821,49,E004451,B001,4
O053823,18,E014201,B001,5
O053826,27,E013533,B001,5
O053828,18,E008065,B001,5
O053838,7,E012682,B001,3
O053842,50,E004827,B001,5
O053849,45,E011394,B001,5
O053851,37,E003213,B001,5
O053852,30,E002054,B001,5
O053853,20,E012811,B001,5
O053858,25,E001126,B001,4
O053860,11,E009854,B001,3
O053861,44,E009027,B001,5
O053862,22,E013029,B001,2
O053866,29,E000868,B001,4
O053867,46,E009266,B001,1
O053871,16,E004194,B001,5
O053873,30,E008319,B001,5
O053874,23,E010040,B001,5
O053879,4,E012489,B001,5
O053880,43,E003064,B001,5
O053881,32,E005417,B001,5
O053885,16,E005548,B001,5
O053886,44,E006569,B001,5
O053887,28,E008998,B001,1
O053894,44,E000310,B001,2
O053898,5,E010472,B001,1
O053899,5,E009102,B001,5
O053901,48,E000091,B001,5
O053902,41,E011332,B001,1
O053903,49,E010085,B001,5
O053905,41,E005420,B001,5
O053906,16,E013210,B001,3
O053911,10,E012988,B001,1
O053912,48,E004200,B001,5
O053915,49,E001531,B001,3
O053917,26,E006286,B001,1
O053920,6,E013688,B001,5
O053922,27,E013730,B001,5
O053924,35,E004337,B001,4
O053925,3,E013445,B001,5
O053930,30,E008995,B001,1
O053936,45,E005075,B001,5
O053939,43,E007690,B001,2
O053946,22,E000572,B001,5
O053948,16,E014284,B001,2
O053950,5,E001384,B001,5
O053955,47,E012587,B001,5
O053956,43,E005579,B001,5
O053957,40,E012401,B001,5
O053958,32,E001115,B001,1
O053960,18,E013569,B001,3
O053961,43,E009666,B001,5
O053963,2,E014071,B001,5
O053967,44,E004723,B001,5
O053978,14,E013129,B001,5
O053979,28,E008350,B001,5
O053980,15,E010538,B001,5
O053988,47,E004534,B001,5
O053991,21,E001975,B001,5
O053993,36,E014076,B001,5
O054000,7,E009968,B001,5
O054006,8,E007065,B001,1
O054009,20,E000253,B001,4
O054022,12,E009068,B001,5
O054023,20,E010840,B001,5
O054025,31,E010936,B001,5
O054027,25,E012777,B001,5
O054028,25,E009747,B001,4
O054029,7,E002280,B001,5
O054035,48,E008568,B001,5
O054036,45,E009170,B001,5
O054038,40,E013890,B001,5
O054041,39,E007195,B001,5
O054042,37,E010783,B001,5
O054043,14,E012323,B001,5
O054048,41,E014023,B001,2
O054049,30,E000620,B001,5
O054050,49,E008416,B001,1
O054054,22,E004085,B001,2
O054055,16,E014097,B001,5
O054056,20,E003075,B001,3
O054062,21,E005837,B001,5
O054063,27,E013294,B001,1
O054064,9,E004332,B001,5
O054066,38,E013077,B001,1
O054068,45,E007245,B001,5
O054073,27,E000773,B001,5
O054076,46,E011704,B001,5
O054078,37,E006518,B001,5
O054081,35,E002939,B001,1
O054083,11,E003855,B001,3
O054086,2,E003273,B001,4
O054087,26,E012574,B001,5
O054095,38,E013833,B001,2
O054097,23,E003110,B001,5
O054098,42,E000194,B001,5
O054101,14,E001204,B001,5
O054107,40,E009617,B001,5
O054108,7,E007545,B001,5
O054114,46,E003446,B001,1
O054115,40,E006705,B001,5
O054119,14,E010799,B001,5
O054122,11,E007565,B001,1
O054125,24,E001602,B001,3
O054128,4,E008839,B001,3
O054129,15,E012648,B001,5
O054141,26,E006039,B001,5
O054151,17,E010066,B001,5
O054152,38,E000633,B001,5
O054160,33,E001845,B001,5
O054161,6,E001601,B001,4
O054163,46,E007110,B001,5
O054168,4,E003511,B001,1
O054169,8,E008343,B001,5
O054172,3,E007731,B001,5
O054175,39,E002022,B001,5
O054183,44,E001636,B001,5
O054191,29,E001770,B001,3
O054194,41,E008157,B001,4
O054198,15,E009669,B001,5
O054199,26,E006830,B001,5
O054200,2,E005958,B001,5
O054205,38,E011634,B001,5
O054210,49,E003095,B001,5
O054212,48,E006470,B001,5
O054217,20,E008776,B001,5
O054218,44,E009519,B001,5
O054220,27,E003358,B001,5
O054223,9,E006272,B001,1
O054227,44,E005730,B001,5
O054229,2,E003137,B001,5
O054231,2,E009680,B001,1
O054232,11,E011780,B001,2
O054235,37,E012410,B001,4
O054241,26,E010078,B001,4
O054246,14,E009674,B001,5
O054248,14,E014345,B001,1
O054254,44,E007751,B001,5
O054256,39,E009950,B001,1
O054259,39,E014221,B001,2
O054262,48,E010878,B001,5
O054263,31,E008220,B001,3
O054266,23,E006762,B001,2
O054269,10,E003114,B001,5
O054274,21,E008456,B001,5
O054282,36,E003990,B001,3
O054285,39,E002721,B001,5
O054286,7,E013323,B001,5
O054288,23,E003628,B001,5
O054289,41,E009469,B001,5
O054290,10,E010294,B001,5
O054300,4,E001694,B001,5
O054302,47,E012181,B001,5
O054303,42,E003777,B001,4
O054306,7,E009340,B001,5
O054307,50,E000854,B001,5
O054315,30,E014342,B001,5
O054318,33,E004227,B001,1
O054319,15,E012389,B001,4
O054324,17,E010732,B001,5
O054325,26,E000996,B001,5
O054328,49,E003671,B001,5
O054337,40,E002238,B001,5
O054341,15,E010327,B001,5
O054342,48,E006973,B001,5
O054345,37,E007536,B001,5
O054349,47,E014548,B001,5
O054354,37,E012877,B001,3
O054358,49,E013690,B001,5
O054360,14,E008733,B001,5
O054362,48,E013077,B001,5
O054364,41,E008819,B001,2
O054365,21,E013808,B001,5
O054370,25,E007766,B001,5
O054372,2,E001529,B001,5
O054379,19,E009903,B001,5
O054382,26,E013118,B001,4
O054391,47,E002020,B001,1
O054396,6,E014205,B001,5
O054399,23,E012949,B001,3
O054405,50,E002354,B001,5
O054406,5,E008904,B001,5
O054407,4,E001323,B001,5
O054409,13,E009200,B001,5
O054411,3,E005322,B001,5
O054412,28,E010448,B001,5
O054416,17,E010475,B001,5
O054418,8,E010317,B001,2
O054420,15,E000528,B001,5
O054424,21,E006852,B001,4
O054429,47,E011796,B001,2
O054431,26,E001036,B001,5
O054435,26,E001840,B001,5
O054436,40,E012905,B001,2
O054438,3,E006287,B001,4
O054442,42,E007758,B001,5
O054444,16,E014056,B001,3
O054447,20,E006225,B001,5
O054450,11,E009333,B001,5
O054451,25,E001554,B001,5
O054453,41,E007615,B001,5
O054455,18,E005229,B001,5
O054456,50,E014135,B001,5
O054458,19,E000701,B001,5
O054460,2,E002523,B001,5
O054461,43,E010812,B001,5
O054464,28,E002972,B001,5
O054465,18,E000959,B001,5
O054466,13,E000747,B001,3
O054471,34,E010982,B001,5
O054473,40,E013423,B001,3
O054474,10,E003273,B001,5
O054480,39,E004389,B001,5
O054482,17,E005145,B001,5
O054483,32,E012140,B001,5
O054484,20,E009840,B001,5
O054487,23,E010512,B001,5
O054492,40,E011504,B001,5
O054498,30,E013146,B001,5
O054503,6,E001875,B001,4
O054509,42,E005613,B001,1
O054511,33,E003418,B001,5
O054512,11,E013728,B001,2
O054514,11,E012483,B001,5
O054520,29,E008315,B001,5
O054521,45,E008819,B001,5
O054524,39,E001061,B001,5
O054525,41,E000301,B001,5
O054527,1,E011718,B001,5
O054530,18,E011296,B001,5
O054531,33,E006909,B001,5
O054535,50,E010131,B001,5
O054536,14,E005283,B001,5
O054538,50,E002568,B001,5
O054542,31,E002914,B001,5
O054544,32,E004544,B001,5
O054547,32,E010542,B001,5
O054549,21,E008435,B001,5
O054551,45,E007793,B001,5
O054554,30,E002113,B001,5
O054555,7,E006138,B001,2
O054556,19,E008776,B001,5
O054558,21,E009531,B001,4
O054559,6,E013637,B001,3
O054561,32,E013775,B001,5
O054568,16,E005814,B001,5
O054569,49,E006272,B001,1
O054575,23,E006251,B001,2
O054580,10,E007139,B001,3
O054585,17,E000495,B001,5
O054588,15,E004445,B001,5
O054596,49,E012823,B001,5
O054599,20,E005416,B001,5
O054602,39,E008351,B001,1
O054603,15,E012802,B001,5
O054604,30,E002896,B001,5
O054606,5,E013088,B001,3
O054614,19,E000882,B001,1
O054619,25,E010970,B001,1
O054621,8,E008775,B001,5
O054627,10,E001954,B001,1
O054628,50,E012769,B001,1
O054629,40,E005592,B001,5
O054633,24,E014098,B001,5
O054645,3,E005121,B001,5
O054646,38,E014551,B001,1
O054651,45,E007192,B001,5
O054652,33,E009072,B001,3
O054658,17,E000335,B001,5
O054660,34,E011503,B001,5
O054667,15,E012414,B001,5
O054670,1,E011026,B001,5
O054671,24,E002560,B001,5
O054680,15,E003198,B001,5
O054681,47,E004077,B001,5
O054687,29,E009737,B001,4
O054690,33,E000266,B001,5
O054693,7,E000119,B001,5
O054695,23,E001756,B001,5
O054696,32,E000873,B001,5
O054698,11,E002501,B001,5
O054703,32,E014842,B001,5
O054704,13,E009937,B001,5
O054706,17,E009520,B001,4
O054709,49,E002060,B001,2
O054710,34,E003600,B001,5
O054712,36,E006038,B001,5
O054714,8,E008679,B001,5
O054716,18,E014576,B001,3
O054717,5,E012782,B001,5
O054718,31,E012633,B001,5
O054721,35,E004564,B001,5
O054722,28,E002238,B001,5
O054723,45,E014727,B001,1
O054724,16,E001703,B001,5
O054732,18,E003098,B001,1
O054734,42,E013343,B001,5
O054737,37,E013144,B001,5
O054739,36,E001564,B001,5
O054742,18,E003388,B001,4
O054743,14,E001740,B001,5
O054749,8,E011792,B001,4
O054750,48,E011486,B001,5
O054751,50,E003411,B001,3
O054754,47,E014305,B001,4
O054757,38,E007536,B001,5
O054758,29,E014115,B001,5
O054760,12,E008254,B001,5
O054763,35,E009017,B001,5
O054767,34,E004703,B001,5
O054768,28,E002413,B001,5
O054771,14,E002396,B001,5
O054774,23,E010956,B001,5
O054779,40,E008649,B001,5
O054782,25,E001030,B001,5
O054783,1,E008493,B001,3
O054784,42,E008784,B001,2
O054785,42,E006293,B001,3
O054786,12,E004714,B001,1
O054787,28,E013047,B001,5
O054793,48,E002080,B001,5
O054794,20,E006716,B001,3
O054802,6,E012562,B001,5
O054804,28,E014564,B001,2
O054808,20,E007163,B001,5
