OORDER_ID,ARRIVAL_DATE,ARRIVAL_TIME,TABLE_NUMBER,BRANCH_ID,CUSTOMER_QUANTITY
O056509,2024-01-10,15:02:02,17,B001,2
O056512,2001-09-22,17:48:27,36,B001,7
O056517,2019-06-14,14:41:08,27,B001,10
O056519,2024-12-01,08:49:54,50,B001,6
O056526,2017-06-01,18:26:55,22,B001,3
O056531,2021-10-15,09:18:28,43,B001,6
O056535,2022-03-14,18:32:31,12,B001,3
O056537,2022-05-13,15:23:17,29,B001,6
O056538,2022-10-15,16:09:42,1,B001,5
O056544,2023-08-25,10:07:09,47,B001,9
O056547,2021-11-15,12:33:06,43,B001,6
O056552,2019-04-12,07:26:09,4,B001,3
O056555,2017-02-14,07:21:12,33,B001,7
O056557,2009-03-06,09:31:54,38,B001,7
O056558,2006-12-26,08:26:20,1,B001,3
O056561,2011-07-14,10:58:16,18,B001,5
O056565,2017-08-15,17:28:00,15,B001,3
O056566,2016-08-09,13:34:27,36,B001,6
O056567,2022-07-08,17:29:13,30,B001,7
O056570,2022-11-12,14:36:23,30,B001,8
O056572,2021-01-05,14:44:35,8,B001,4
O056574,2023-02-24,13:37:40,37,B001,10
O056578,2018-03-30,18:58:17,22,B001,2
O056585,2024-12-18,17:52:06,46,B001,9
O056592,2019-09-22,08:04:34,22,B001,1
O056594,2017-01-21,13:11:10,15,B001,4
O056598,2024-07-19,10:16:46,18,B001,3
O056599,2024-12-03,16:53:42,5,B001,5
O056600,2018-08-07,14:22:32,6,B001,5
O056603,2019-12-11,18:48:01,21,B001,5
O056605,2024-10-10,12:55:55,10,B001,4
O056606,2022-02-10,11:02:17,12,B001,3
O056608,2024-05-25,17:44:15,43,B001,6
O056609,2021-10-24,15:18:56,22,B001,3
O056612,2023-05-17,11:18:01,5,B001,3
O056614,2021-07-14,06:51:36,49,B001,6
O056621,2022-09-28,06:46:13,24,B001,1
O056625,2022-12-05,14:09:18,5,B001,3
O056626,2008-11-04,15:52:43,6,B001,5
O056629,2020-09-18,07:31:41,35,B001,8
O056632,2024-09-17,16:03:02,33,B001,7
O056634,2018-09-06,08:09:38,14,B001,3
O056636,2024-02-12,11:06:34,3,B001,2
O056637,2018-12-15,09:00:09,47,B001,10
O056642,2006-06-07,10:06:23,43,B001,9
O056651,2022-10-09,13:40:43,1,B001,2
O056661,2015-09-25,11:01:58,38,B001,6
O056663,2018-10-19,14:58:47,45,B001,10
O056665,2016-08-01,12:02:04,34,B001,10
O056669,2023-09-14,15:49:23,3,B001,1
O056672,2008-04-16,16:11:11,7,B001,1
O056675,2005-07-04,13:58:35,34,B001,10
O056679,2019-09-11,09:44:06,5,B001,2
O056686,2024-06-09,16:45:03,44,B001,10
O056688,2023-05-24,11:05:08,3,B001,2
O056689,2024-05-03,17:43:41,3,B001,4
O056690,2020-08-07,08:07:02,50,B001,7
O056692,2024-07-27,18:56:01,2,B001,1
O056696,2015-07-10,08:41:41,24,B001,5
O056699,2023-09-23,14:38:51,33,B001,8
O056704,2010-03-28,16:26:02,37,B001,6
O056706,2008-11-06,16:32:13,8,B001,3
O056707,2015-01-23,08:21:19,27,B001,9
O056710,2023-06-02,11:08:20,46,B001,9
O056715,2011-06-09,18:14:23,33,B001,8
O056717,2020-04-08,14:31:37,4,B001,1
O056721,2020-01-15,07:01:25,24,B001,1
O056723,2016-01-11,07:16:26,3,B001,4
O056724,2012-01-14,18:48:39,8,B001,4
O056725,2024-06-12,09:53:08,26,B001,7
O056727,2016-02-21,11:14:21,19,B001,4
O056728,2017-06-18,11:30:33,22,B001,2
O056737,2021-03-12,18:14:58,19,B001,4
O056738,2021-05-19,08:55:02,31,B001,9
O056749,2019-03-22,16:21:47,16,B001,5
O056750,2023-12-20,18:31:14,20,B001,3
O056758,2022-01-17,15:01:50,40,B001,6
O056760,2021-04-28,16:23:57,33,B001,6
O056762,2010-11-11,12:37:01,6,B001,4
O056765,2017-04-22,11:35:10,13,B001,5
O056766,2013-07-26,06:31:40,20,B001,1
O056768,2019-07-15,18:01:42,33,B001,6
O056769,2010-10-17,16:12:45,6,B001,4
O056771,2020-09-17,08:11:37,47,B001,6
O056772,2024-11-12,16:32:27,26,B001,8
O056774,2018-03-07,16:23:25,7,B001,4
O056776,2022-08-19,07:19:09,41,B001,7
O056777,2024-03-06,10:23:39,30,B001,6
O056778,2017-04-22,17:24:26,43,B001,8
O056782,2020-08-10,14:21:11,50,B001,10
O056783,2014-04-28,18:54:21,46,B001,8
O056787,2024-04-25,11:00:25,1,B001,5
O056790,2023-03-26,08:29:52,17,B001,5
O056792,2011-01-17,13:13:40,21,B001,1
O056793,2016-12-29,08:00:05,2,B001,5
O056794,2016-02-09,09:52:00,46,B001,9
O056797,2020-06-20,07:45:28,34,B001,6
O056800,2020-05-04,17:55:04,10,B001,5
O056803,2022-07-25,13:16:33,24,B001,2
O056810,2020-04-17,14:24:57,50,B001,9
O056812,2020-05-16,10:37:06,42,B001,8
O056816,2019-03-13,07:37:16,8,B001,3
O056817,2024-11-20,18:57:45,40,B001,6
O056822,2013-11-10,09:14:40,8,B001,4
O056823,2010-11-22,08:10:15,40,B001,10
O056825,2007-12-28,18:35:20,38,B001,9
O056828,2022-11-02,16:01:03,24,B001,3
O056831,2021-06-17,15:06:33,7,B001,2
O056833,2021-04-14,12:54:39,36,B001,8
O056836,2020-04-29,14:19:06,21,B001,1
O056842,2001-08-07,17:13:01,28,B001,10
O056846,2022-09-04,14:46:53,50,B001,10
O056847,2023-10-10,08:07:02,13,B001,5
O056850,2012-04-29,10:21:18,15,B001,3
O056851,2020-06-08,15:48:41,33,B001,6
O056858,2018-01-09,09:17:55,2,B001,5
O056864,2024-10-04,12:15:37,49,B001,7
O056867,2023-08-31,16:31:32,24,B001,2
O056872,2019-12-04,07:54:54,7,B001,3
O056875,2021-03-01,11:49:44,21,B001,1
O056876,2018-12-19,17:08:32,43,B001,7
O056880,1999-11-27,16:57:52,26,B001,8
O056882,2024-06-13,10:59:53,13,B001,4
O056888,2022-08-11,11:09:55,26,B001,6
O056892,2023-06-21,16:46:46,7,B001,5
O056895,2021-07-29,14:04:51,31,B001,9
O056896,2013-01-10,10:50:00,38,B001,10
O056899,2023-05-28,13:43:00,45,B001,10
O056906,2022-12-10,17:37:49,42,B001,9
O056915,2017-04-24,15:38:54,36,B001,7
O056917,2023-03-14,17:03:27,24,B001,3
O056918,2013-07-18,07:54:17,38,B001,10
O056924,2021-12-02,15:36:07,40,B001,8
O056925,2014-08-20,07:48:39,44,B001,9
O056930,2004-09-06,06:48:17,37,B001,6
O056934,2008-08-23,13:51:43,27,B001,7
O056938,2023-05-28,10:57:10,37,B001,10
O056940,2018-12-07,11:59:01,45,B001,7
O056943,2020-10-03,13:03:26,13,B001,3
O056944,2014-10-14,16:52:06,9,B001,3
O056945,2006-03-13,15:13:58,14,B001,5
O056947,2024-09-20,13:42:43,24,B001,3
O056958,2017-08-21,14:30:40,10,B001,3
O056962,2019-12-05,12:21:10,35,B001,9
O056966,2004-02-20,15:27:36,20,B001,3
O056967,2022-10-31,06:56:42,6,B001,5
O056972,2012-03-04,17:39:07,32,B001,10
O056973,2024-12-10,09:55:54,25,B001,1
O056984,2023-04-21,09:16:49,41,B001,10
O056986,2023-12-25,06:38:00,24,B001,3
O056987,2023-11-08,12:02:46,40,B001,7
O056989,2024-04-08,17:13:51,25,B001,4
O056992,2006-08-30,09:58:35,44,B001,8
O056996,2015-04-05,07:41:35,37,B001,8
O056998,2018-12-29,15:45:59,30,B001,6
O056999,2004-04-25,11:05:51,16,B001,5
O057006,2024-08-26,18:06:36,49,B001,9
O057020,2018-07-20,07:42:51,11,B001,4
O057021,2022-08-11,12:51:32,13,B001,4
O057024,2016-02-17,08:32:29,39,B001,7
O057025,2021-05-18,12:10:17,38,B001,8
O057029,2024-09-18,15:50:19,36,B001,9
O057034,2012-07-03,11:56:57,7,B001,4
O057035,2023-12-02,09:03:47,4,B001,2
O057038,2004-08-11,15:08:28,1,B001,5
O057039,2021-03-18,11:59:41,8,B001,1
O057043,2022-05-06,17:23:36,41,B001,8
O057045,2016-04-12,07:20:18,48,B001,9
O057046,2020-10-10,07:50:21,38,B001,8
O057048,2014-11-27,09:50:40,42,B001,10
O057051,2007-10-23,10:57:39,50,B001,10
O057056,2004-09-17,14:21:10,47,B001,10
O057057,1999-03-23,13:57:59,39,B001,6
O057058,2012-05-05,10:10:41,31,B001,6
O057066,2022-07-27,07:02:42,16,B001,5
O057069,2022-06-25,13:25:42,18,B001,2
O057074,2019-10-19,11:16:24,42,B001,6
O057075,2020-11-11,16:31:02,15,B001,1
O057080,2024-11-21,11:18:18,43,B001,6
O057093,2023-07-29,17:33:32,42,B001,6
O057101,2014-01-08,13:34:20,25,B001,1
O057104,2024-11-16,15:31:48,23,B001,4
O057106,2023-11-29,11:12:12,27,B001,8
O057110,2010-09-20,15:31:24,40,B001,6
O057111,2024-07-08,10:45:09,49,B001,9
O057114,2011-12-10,10:31:21,47,B001,9
O057117,2024-09-17,12:10:16,13,B001,2
O057119,2015-08-26,17:55:18,49,B001,9
O057121,2017-04-01,11:25:54,12,B001,5
O057124,2017-10-09,16:44:47,17,B001,3
O057126,2019-09-11,14:29:54,43,B001,7
O057128,2007-06-09,09:17:25,28,B001,6
O057129,2024-07-27,13:25:40,8,B001,3
O057130,2013-03-27,14:13:51,35,B001,9
O057131,2024-10-30,14:52:37,17,B001,4
O057132,2014-09-09,16:09:05,18,B001,5
O057136,2023-04-06,12:28:02,6,B001,3
O057138,2017-10-10,13:51:03,8,B001,4
O057142,2024-01-20,07:53:38,31,B001,9
O057144,2020-08-16,12:27:44,21,B001,4
O057145,2024-12-03,12:29:33,31,B001,6
O057146,2024-03-02,18:36:15,7,B001,2
O057149,2014-03-28,07:40:50,10,B001,5
O057150,2024-11-24,07:09:45,50,B001,7
O057152,2013-05-05,07:10:56,5,B001,3
O057155,2021-09-18,07:31:37,37,B001,9
O057157,2022-12-17,09:42:00,41,B001,8
O057158,2005-02-23,17:43:40,28,B001,6
O057160,2016-08-25,16:01:11,5,B001,4
O057166,2006-04-11,11:36:10,45,B001,10
O057173,2019-09-22,13:26:32,26,B001,8
O057175,2022-11-25,17:40:15,32,B001,7
O057176,2019-12-30,13:02:47,26,B001,8
O057179,2020-04-25,16:42:13,38,B001,10
O057185,2019-08-15,10:33:28,7,B001,3
O057191,2019-08-18,07:51:06,17,B001,4
O057202,2024-08-03,14:11:29,33,B001,10
O057203,2022-06-08,14:38:33,29,B001,9
O057204,2024-07-19,10:18:35,49,B001,7
O057209,2005-09-04,08:49:04,9,B001,5
O057216,2019-06-29,07:05:57,36,B001,10
O057219,2024-09-01,13:04:12,35,B001,7
O057222,2020-01-16,17:01:50,9,B001,3
O057223,2011-01-09,09:20:25,44,B001,6
O057224,2014-10-09,17:46:46,25,B001,1
O057230,2024-06-10,17:53:07,50,B001,9
O057238,2016-05-09,12:08:51,30,B001,10
O057244,2019-12-15,08:30:53,4,B001,3
O057245,2021-08-07,08:28:28,3,B001,2
O057250,2018-03-22,07:04:18,2,B001,4
O057251,2017-01-12,10:04:57,17,B001,4
O057253,2016-01-01,08:05:09,18,B001,3
O057258,2011-08-16,07:26:10,34,B001,7
O057264,2022-05-24,11:43:04,15,B001,3
O057268,2023-06-12,10:27:12,25,B001,3
O057272,2024-05-05,15:32:39,50,B001,8
O057273,2020-01-15,07:26:16,16,B001,2
O057274,2010-10-21,11:53:37,3,B001,1
O057275,2013-04-25,15:06:25,26,B001,8
O057276,2014-12-07,08:34:07,9,B001,2
O057277,2020-08-12,13:54:26,12,B001,5
O057281,2019-03-01,15:48:59,50,B001,8
O057284,2019-07-04,16:25:32,47,B001,9
O057285,2024-11-27,11:38:20,38,B001,9
O057286,2007-09-19,10:17:20,32,B001,7
O057287,2024-04-28,17:35:26,28,B001,10
O057290,2022-02-20,16:05:48,30,B001,7
O057292,2017-03-09,17:41:16,9,B001,4
O057293,2019-03-18,10:56:46,14,B001,1
O057297,2005-06-29,10:45:37,15,B001,3
O057300,2024-03-15,18:49:34,36,B001,8
O057301,2020-06-03,08:10:12,18,B001,5
O057304,2020-08-31,13:52:50,47,B001,7
O057306,2013-03-15,14:10:00,39,B001,9
O057307,2021-10-30,09:28:01,27,B001,6
O057309,2022-01-12,12:26:16,50,B001,7
O057312,2021-05-14,09:33:08,6,B001,1
O057313,2023-02-22,13:13:46,31,B001,7
O057318,2022-02-03,06:54:13,15,B001,3
O057319,2024-12-03,11:24:23,29,B001,10
O057320,2023-08-02,07:46:13,22,B001,2
O057321,2007-04-22,09:54:45,35,B001,8
O057325,2010-12-07,09:32:18,35,B001,8
O057326,2022-08-22,08:09:46,22,B001,2
O057330,2018-05-31,15:07:05,23,B001,4
O057334,2024-10-05,12:13:46,45,B001,7
O057335,2017-04-27,15:01:08,16,B001,5
O057339,2009-12-27,17:41:04,22,B001,4
O057343,2024-02-06,09:35:16,42,B001,10
O057346,2024-04-03,14:44:30,3,B001,2
O057351,2009-06-04,13:26:02,31,B001,9
O057359,2016-08-04,18:42:46,37,B001,6
O057361,2024-01-27,09:04:25,12,B001,1
O057366,2020-10-09,17:13:07,46,B001,6
O057367,2024-08-30,13:17:33,13,B001,5
O057384,2023-09-13,11:17:44,47,B001,7
O057386,2021-11-27,15:58:19,12,B001,2
O057387,2020-02-13,08:17:43,47,B001,6
O057390,2022-05-07,12:16:00,46,B001,6
O057391,2018-12-09,11:10:21,49,B001,9
O057393,2021-04-26,16:50:32,44,B001,8
O057397,2013-01-13,12:08:24,30,B001,9
O057399,2022-06-09,11:37:01,41,B001,8
O057400,2024-10-12,08:42:58,37,B001,6
O057401,2004-05-21,17:53:09,48,B001,8
O057402,2016-12-04,18:52:16,15,B001,3
O057410,2020-04-18,07:02:12,8,B001,3
O057411,2022-07-29,17:37:14,10,B001,2
O057412,2019-10-11,17:30:53,44,B001,8
O057417,1999-10-10,17:01:30,36,B001,6
O057420,2013-06-25,17:30:29,49,B001,7
O057423,2022-08-15,07:28:10,2,B001,2
O057426,2017-06-15,11:23:32,36,B001,8
O057428,2017-05-21,15:03:13,9,B001,5
O057430,2011-03-20,10:04:29,35,B001,6
O057438,2016-12-08,09:07:30,2,B001,1
O057442,2023-01-07,09:20:06,41,B001,10
O057451,2022-04-18,11:19:26,11,B001,1
O057454,2021-12-18,06:33:19,18,B001,1
O057459,2020-08-07,14:05:28,43,B001,9
O057461,2021-01-07,09:17:28,8,B001,1
O057462,2021-07-21,16:00:46,27,B001,10
O057466,2012-08-28,16:41:29,21,B001,4
O057469,2024-09-25,11:46:45,28,B001,7
O057471,2012-10-08,15:37:49,23,B001,3
O057472,2017-07-13,15:09:01,43,B001,6
O057478,2006-03-02,09:40:21,41,B001,6
O057479,2016-08-20,16:43:56,39,B001,7
O057482,2022-01-24,09:43:01,43,B001,6
O057483,2022-10-27,15:15:19,1,B001,1
O057490,2023-07-29,16:28:09,24,B001,1
O057491,2012-08-30,06:53:10,26,B001,6
O057498,2023-12-17,10:33:08,43,B001,10
O057499,2024-02-16,08:05:17,44,B001,8
O057501,2024-04-18,09:47:47,17,B001,3
O057506,2013-10-16,12:32:15,47,B001,9
O057507,2010-11-10,09:39:38,20,B001,3
O057509,2002-10-24,09:39:52,12,B001,3
O057512,2008-04-04,18:49:08,16,B001,3
O057517,2024-03-16,07:32:43,28,B001,9
O057520,2020-02-26,09:28:47,17,B001,4
O057521,2024-02-07,07:45:55,24,B001,2
O057522,2018-11-05,13:24:49,12,B001,4
O057524,2020-04-25,09:49:36,6,B001,2
O057526,2022-05-23,15:15:01,4,B001,5
O057527,2022-01-20,11:48:56,36,B001,10
O057529,2024-04-05,14:18:34,14,B001,1
O057530,2022-03-27,18:11:21,16,B001,5
O057532,2013-10-14,17:36:54,45,B001,7
O057535,2023-04-01,17:31:54,32,B001,6
O057537,2020-08-24,11:05:19,43,B001,10
O057540,2017-02-03,13:41:58,17,B001,2
O057544,2021-12-21,09:54:55,45,B001,9
O057545,2024-10-01,09:44:53,24,B001,4
O057547,2024-05-19,13:11:12,13,B001,3
O057558,2019-12-24,17:16:56,19,B001,4
O057560,2023-03-17,09:21:39,38,B001,10
O057563,2012-10-25,08:21:23,35,B001,9
O057566,2014-09-17,13:30:34,45,B001,8
O057567,2022-12-14,15:34:29,5,B001,1
O057573,2022-09-26,12:46:03,43,B001,10
O057574,2021-04-29,14:51:30,31,B001,8
O057575,2020-02-22,16:45:34,32,B001,8
O057576,2022-06-15,16:40:55,33,B001,7
O057580,2002-11-14,14:32:30,28,B001,7
O057582,2008-12-05,07:07:22,42,B001,9
O057584,2020-05-30,14:14:04,2,B001,3
O057585,2024-10-20,13:31:01,34,B001,7
O057586,2019-11-05,16:33:17,25,B001,4
O057596,2010-02-19,11:44:27,5,B001,4
O057598,2014-09-17,15:38:08,38,B001,10
O057602,2014-02-18,13:05:57,11,B001,3
O057605,2005-07-14,07:01:37,39,B001,9
O057611,2007-12-10,16:32:04,7,B001,2
O057612,2022-05-13,17:51:12,50,B001,9
O057614,2024-04-28,16:46:51,26,B001,8
O057615,2024-06-11,14:43:45,23,B001,2
O057617,2018-06-03,10:05:27,48,B001,8
O057618,2023-11-24,15:39:54,48,B001,10
O057621,2020-05-21,16:34:39,8,B001,2
O057625,2019-08-11,12:53:53,45,B001,10
O057626,2017-08-24,15:41:48,23,B001,2
O057627,2016-05-07,12:54:26,19,B001,2
O057628,2009-08-19,11:44:15,44,B001,8
O057631,2018-06-19,09:50:23,15,B001,3
O057633,2022-07-18,13:45:43,18,B001,5
O057635,2020-03-14,15:26:06,30,B001,6
O057636,2024-09-06,11:40:27,5,B001,3
O057638,2023-01-06,12:46:43,6,B001,4
O057639,2015-04-26,08:54:31,24,B001,3
O057640,2009-12-19,16:43:58,20,B001,5
O057643,2021-02-22,07:43:56,7,B001,1
O057645,2023-04-25,11:30:42,16,B001,1
O057646,2024-12-02,14:15:30,11,B001,5
O057647,2016-10-21,11:20:40,21,B001,3
O057648,2023-02-04,17:06:17,16,B001,4
O057655,2013-03-17,12:24:58,25,B001,4
O057661,2011-01-28,18:46:49,8,B001,2
O057665,2019-09-28,14:09:31,2,B001,5
O057666,2005-07-02,09:58:16,21,B001,1
O057671,2018-08-14,13:17:10,13,B001,1
O057674,2023-03-06,08:23:57,31,B001,9
O057675,2019-09-15,15:55:18,12,B001,3
O057681,2024-11-04,12:45:24,25,B001,3
O057682,2018-04-26,08:25:22,10,B001,1
O057686,2015-07-29,16:02:12,1,B001,1
O057687,2021-12-25,12:29:12,18,B001,3
O057689,2007-12-15,16:46:28,12,B001,2
O057692,2006-05-13,13:11:17,45,B001,9
O057693,2018-11-16,18:14:53,23,B001,5
O057695,2018-06-30,17:59:02,25,B001,3
O057698,2024-09-04,07:11:29,30,B001,6
O057700,2023-01-01,09:16:18,4,B001,1
O057702,2023-06-19,07:38:36,9,B001,1
O057705,2024-10-31,09:28:55,30,B001,9
O057708,2017-09-09,15:05:16,20,B001,1
O057709,2021-06-23,13:43:30,42,B001,7
O057711,2022-12-20,17:56:14,46,B001,6
O057717,2020-09-24,17:43:34,5,B001,4
O057719,2010-07-02,14:24:19,32,B001,8
O057720,2013-04-21,14:50:11,45,B001,7
O057723,2013-03-17,16:35:42,27,B001,8
O057733,2014-12-29,14:18:39,9,B001,5
O057734,2024-02-04,14:45:13,43,B001,6
O057735,2022-04-11,15:10:49,11,B001,2
O057737,2014-05-07,17:35:05,19,B001,3
O057739,2024-11-30,16:44:08,26,B001,10
O057741,2018-12-30,07:13:50,25,B001,2
O057744,2016-01-25,14:01:31,35,B001,8
O057748,2023-12-21,08:14:00,45,B001,6
O057750,2020-10-20,13:33:57,23,B001,1
O057751,2003-05-31,14:30:45,17,B001,3
O057756,2012-02-12,08:24:12,2,B001,5
O057762,2022-10-15,10:19:13,7,B001,1
O057763,2024-12-13,18:43:19,4,B001,2
O057764,2018-03-06,06:31:03,24,B001,1
O057766,2021-10-12,11:32:04,4,B001,5
O057768,2014-10-14,06:59:49,15,B001,2
O057769,2013-07-24,10:19:43,49,B001,10
O057774,2023-02-03,16:30:14,36,B001,7
O057776,2010-07-20,15:56:00,44,B001,9
O057777,2008-06-14,09:29:26,17,B001,5
O057786,2014-08-19,18:07:25,28,B001,8
O057792,2009-01-17,13:01:30,43,B001,10
O057794,2019-03-21,14:10:03,32,B001,8
O057798,2016-08-15,09:45:18,33,B001,6
O057806,2015-09-04,18:54:19,14,B001,3
O057809,2024-07-31,13:35:13,3,B001,4
O057811,2024-05-30,18:15:30,45,B001,8
O057813,2024-06-12,17:01:05,21,B001,1
O057816,2023-10-15,06:55:47,44,B001,8
O057818,2024-06-09,18:18:57,11,B001,2
O057819,2017-09-09,09:19:26,13,B001,5
O057821,2018-10-14,12:42:39,8,B001,5
O057823,2021-01-19,11:44:04,39,B001,7
O057826,2017-05-22,17:59:38,34,B001,7
O057827,2021-10-31,18:31:43,2,B001,2
O057831,2017-10-12,18:32:48,48,B001,9
O057839,2015-11-02,14:30:55,20,B001,5
O057843,2013-04-16,16:56:48,35,B001,10
O057844,2024-10-02,09:28:09,32,B001,10
O057847,2015-08-28,12:44:12,42,B001,8
O057852,2013-05-26,12:16:34,48,B001,8
O057853,2023-07-01,14:14:08,14,B001,2
O057856,2009-11-02,11:59:28,23,B001,4
O057858,2011-12-26,17:00:25,50,B001,6
O057859,2015-07-27,16:52:26,26,B001,8
O057860,2024-07-09,15:00:25,45,B001,6
O057864,2016-09-02,07:19:47,10,B001,4
O057866,2021-08-26,18:03:38,24,B001,5
O057870,2000-06-24,13:50:56,31,B001,9
O057872,2015-02-22,18:43:52,46,B001,6
O057876,2014-04-02,18:00:40,46,B001,6
O057880,2017-04-30,15:45:55,46,B001,8
O057890,2024-01-30,08:46:05,36,B001,10
O057892,2009-09-19,09:46:36,47,B001,7
O057901,2024-03-06,11:36:58,2,B001,5
O057904,2024-11-04,10:33:44,36,B001,8
O057912,2024-10-30,11:46:51,6,B001,2
O057916,2021-11-12,09:58:42,33,B001,8
O057917,2019-07-02,15:53:02,18,B001,3
O057921,2023-11-13,16:38:01,8,B001,3
O057924,2021-02-05,06:55:59,26,B001,6
O057931,2014-07-11,11:40:55,37,B001,6
O057932,2020-04-11,13:18:59,28,B001,6
O057933,2022-05-13,15:31:11,6,B001,3
O057934,2015-05-13,17:53:28,27,B001,8
O057935,2016-07-23,16:23:56,34,B001,6
O057936,2022-02-05,07:27:55,49,B001,9
O057937,2011-12-11,15:09:03,31,B001,7
O057943,2011-12-24,18:33:09,5,B001,1
O057946,2024-10-12,12:20:23,18,B001,4
O057948,2024-06-11,10:52:31,5,B001,4
O057950,2008-09-13,15:21:11,11,B001,3
O057952,2011-03-08,07:19:46,23,B001,2
O057953,2020-07-31,15:55:11,46,B001,7
O057958,2022-09-09,11:35:25,42,B001,9
O057960,2018-03-22,10:52:26,28,B001,6
O057963,2021-10-04,08:22:17,43,B001,6
O057965,2022-03-19,09:39:58,26,B001,6
O057972,2018-05-02,17:59:37,18,B001,2
O057973,2021-05-09,18:59:03,11,B001,4
O057976,2020-04-21,16:03:44,13,B001,2
O057979,2023-08-30,06:54:18,22,B001,5
O057980,2024-03-31,15:14:08,5,B001,5
O057981,2022-06-08,13:07:18,47,B001,7
O057983,2024-11-27,08:27:37,38,B001,8
O057989,2022-06-22,16:44:09,8,B001,2
O057992,2024-06-30,06:32:20,19,B001,3
O057997,2018-01-15,08:01:47,50,B001,9
O057998,2022-10-28,12:35:22,49,B001,9
O058001,2005-11-21,10:23:00,44,B001,6
O058009,2023-09-14,07:56:14,20,B001,2
O058011,2021-11-16,10:48:40,47,B001,8
O058012,2023-07-30,08:08:09,46,B001,10
O058014,2013-01-17,18:16:46,28,B001,6
O058015,2016-12-20,10:41:56,34,B001,9
O058020,2024-04-27,14:59:15,35,B001,7
O058022,2020-06-01,12:03:41,16,B001,4
O058027,2022-10-24,13:10:37,44,B001,10
O058028,2008-03-07,14:43:20,41,B001,7
O058031,2021-11-29,11:12:08,43,B001,10
O058034,2016-09-27,15:39:34,17,B001,3
O058036,2009-11-21,18:27:32,10,B001,5
O058037,2020-10-26,09:31:34,18,B001,3
O058038,2016-09-03,17:07:33,1,B001,1
O058039,2021-09-23,17:04:13,2,B001,5
O058041,2011-09-20,17:39:54,45,B001,6
O058043,2021-02-22,09:42:13,33,B001,8
O058045,2018-09-13,09:40:16,33,B001,9
O058046,2022-01-29,12:27:02,32,B001,6
O058048,2022-04-05,09:05:07,8,B001,1
O058051,2009-09-25,12:07:32,17,B001,1
O058055,2022-03-08,07:31:15,50,B001,10
O058058,2016-02-06,06:32:03,25,B001,4
O058059,2022-06-15,07:47:46,50,B001,9
O058060,2024-07-14,07:57:02,35,B001,9
O058064,2019-12-29,09:00:07,23,B001,2
O058068,2018-05-15,15:14:01,35,B001,6
O058069,2020-11-26,13:38:59,24,B001,1
O058077,2024-08-30,16:36:14,11,B001,2
O058078,2021-12-25,06:56:26,32,B001,7
O058079,2015-04-25,09:52:18,39,B001,7
O058080,2019-03-26,11:10:14,3,B001,4
O058083,2024-09-04,07:26:09,34,B001,10
O058084,2004-07-24,14:10:48,9,B001,2
O058085,2013-03-27,10:07:30,43,B001,9
O058088,2024-02-04,17:40:06,13,B001,1
O058089,2023-01-02,09:59:38,48,B001,6
O058094,2024-03-29,16:58:19,37,B001,9
O058095,2020-02-29,11:38:16,25,B001,2
O058099,2019-06-17,17:30:41,23,B001,4
O058100,2023-07-21,17:05:24,20,B001,1
O058101,2011-12-23,17:46:29,32,B001,7
O058104,2021-04-14,07:29:11,30,B001,10
O058106,2020-11-09,12:44:51,48,B001,6
O058110,2023-05-17,09:27:30,23,B001,1
O058111,2024-10-10,10:16:06,34,B001,10
O058113,2014-08-14,18:29:56,16,B001,4
O058115,2013-02-28,14:42:19,30,B001,6
O058119,2018-12-17,10:07:46,31,B001,6
O058120,2013-07-02,06:43:55,34,B001,9
O058123,2019-02-02,14:38:00,31,B001,9
O058128,2018-12-09,07:04:23,38,B001,7
O058130,2023-10-20,17:01:35,26,B001,10
O058135,2023-09-26,18:26:06,1,B001,1
O058144,2024-02-10,12:43:30,7,B001,2
O058151,2023-10-03,18:57:08,9,B001,2
O058153,2023-12-06,10:28:49,21,B001,5
O058164,2023-04-12,09:29:34,19,B001,3
O058165,2017-08-18,18:16:57,20,B001,2
O058166,2016-12-16,09:56:57,22,B001,4
O058167,2021-01-04,16:05:21,12,B001,2
O058168,2023-09-23,10:19:07,18,B001,1
O058170,2020-08-22,13:22:13,25,B001,1
O058175,2006-03-31,16:57:29,36,B001,6
O058180,2022-08-30,14:56:36,38,B001,6
O058183,2006-04-08,17:21:38,31,B001,9
O058186,2011-08-16,06:41:20,36,B001,10
O058187,2002-05-27,13:01:15,45,B001,7
O058190,2011-12-07,07:35:36,1,B001,2
O058194,2023-07-16,15:16:55,13,B001,5
O058195,2018-09-28,12:15:15,42,B001,7
O058196,2020-10-30,17:19:44,20,B001,3
O058201,2023-04-09,11:48:49,27,B001,6
O058203,2020-03-14,08:24:45,15,B001,3
O058204,2016-03-11,16:01:23,19,B001,3
O058206,2021-06-10,14:06:29,43,B001,7
O058208,2006-11-18,11:34:04,43,B001,9
O058209,2024-02-10,10:17:17,39,B001,10
O058212,2016-04-22,13:45:40,17,B001,2
O058213,2021-02-25,14:58:11,22,B001,2
O058222,2020-02-27,12:42:13,20,B001,2
O058226,2009-06-30,11:33:00,38,B001,8
O058227,2020-10-12,14:33:43,47,B001,9
O058229,2016-07-03,14:14:12,35,B001,10
O058230,2015-09-08,17:14:25,27,B001,8
O058234,2010-04-15,08:03:31,45,B001,7
O058238,2022-04-27,09:12:47,8,B001,3
O058239,2019-09-15,06:58:24,26,B001,8
