DORDER_ID,TIME_DELIVERY,DATE_DELIVERY
O058338,15:36:14,2006-03-17
O058339,12:42:49,2020-11-15
O058344,17:34:11,2023-05-01
O058346,09:18:51,2023-01-03
O058347,16:51:11,2017-08-13
O058350,15:26:22,2024-09-21
O058354,07:06:16,2010-03-23
O058360,07:42:30,2005-07-26
O058361,08:15:13,2021-04-29
O058365,16:13:24,2023-10-02
O058367,16:42:37,2015-02-26
O058370,11:33:58,2015-08-21
O058373,16:49:01,2019-01-22
O058376,12:19:59,2024-07-25
O058378,18:15:20,2019-12-07
O058381,07:38:57,2024-01-30
O058384,15:27:14,2022-08-05
O058386,11:36:03,2024-11-25
O058387,17:08:20,2014-10-14
O058394,18:30:06,2024-02-14
O058400,12:22:24,2024-11-27
O058403,11:32:24,2015-05-02
O058404,15:29:53,2022-12-25
O058407,11:14:29,2022-10-18
O058408,17:11:55,2024-03-11
O058410,09:55:33,2014-01-16
O058413,14:39:26,2014-01-31
O058422,10:17:12,2024-10-08
O058423,07:08:48,2024-08-05
O058424,12:48:29,2023-10-07
O058426,11:06:26,2014-03-13
O058429,09:33:15,2013-06-21
O058432,09:41:37,2015-09-20
O058433,12:50:47,2024-01-17
O058435,15:20:50,2023-11-15
O058436,16:09:56,2008-02-22
O058437,16:52:08,2010-01-29
O058439,07:55:47,2018-12-20
O058443,11:18:29,2024-06-12
O058447,16:33:58,2009-08-30
O058450,10:00:15,2013-08-08
O058452,07:53:00,2014-06-19
O058458,18:29:26,2020-12-31
O058460,11:16:06,2024-03-09
O058461,07:22:56,2009-07-20
O058465,07:57:52,2022-07-22
O058466,15:48:23,2017-05-06
O058467,08:38:14,2021-12-11
O058468,08:30:44,2020-08-09
O058484,17:43:05,2022-11-11
O058490,16:32:38,2007-02-11
O058491,06:42:07,2022-04-19
O058492,18:08:46,2019-02-05
O058497,15:27:53,2005-07-19
O058501,08:47:04,2024-10-24
O058505,06:36:18,2015-11-26
O058508,10:36:31,2019-01-08
O058509,10:22:16,2017-12-17
O058510,09:29:56,2009-04-11
O058516,08:05:15,2021-06-23
O058518,15:07:03,2024-06-10
O058520,09:25:31,2023-11-28
O058527,17:45:29,2024-07-22
O058534,08:13:07,2017-11-14
O058539,13:37:29,2024-03-09
O058540,16:01:31,2022-06-20
O058542,07:52:47,2024-02-27
O058544,13:37:11,2013-07-25
O058551,14:38:13,2011-09-08
O058552,09:29:52,2017-06-26
O058554,16:05:18,2019-10-13
O058555,15:25:24,2023-04-05
O058556,07:55:14,1999-08-24
O058561,17:00:51,2024-10-06
O058563,10:03:04,2024-07-31
O058564,18:58:26,2024-09-09
O058574,15:08:29,2020-07-06
O058575,12:25:00,2023-06-29
O058578,17:21:54,2024-06-18
O058579,10:44:49,2024-11-19
O058580,14:07:53,2024-03-27
O058581,18:42:16,2023-01-16
O058582,18:33:32,2020-10-06
O058583,16:29:47,2010-06-16
O058589,17:24:53,2019-10-10
O058590,12:59:25,2013-07-23
O058597,13:11:06,2024-10-02
O058603,07:30:28,2024-07-24
O058604,08:39:40,2021-08-15
O058605,17:57:37,2021-02-06
O058611,15:11:19,2022-11-10
O058612,15:52:42,2019-01-11
O058614,07:58:03,2021-08-01
O058615,13:39:52,2016-05-16
O058624,16:46:10,2020-11-02
O058626,15:18:45,2023-04-02
O058629,10:13:01,2022-02-12
O058631,09:55:38,2012-05-02
O058634,07:53:10,2017-08-19
O058636,12:35:05,2007-06-25
O058637,09:48:34,2015-08-15
O058639,17:32:40,2009-05-07
O058641,11:43:52,2020-03-14
O058643,17:19:55,2024-08-21
O058649,16:45:10,2016-12-24
O058652,14:19:19,2015-06-04
O058654,17:45:16,2023-09-01
O058655,14:32:47,2024-02-24
O058658,08:35:57,2017-10-06
O058659,07:22:39,2021-10-30
O058660,09:58:01,2019-12-25
O058664,12:20:01,2024-03-20
O058666,18:04:35,2023-01-28
O058667,08:47:14,2024-08-06
O058677,14:10:26,2023-03-22
O058679,09:45:31,2009-05-29
O058680,18:29:41,2023-09-25
O058682,07:03:10,2012-05-15
O058683,13:55:24,2024-08-29
O058686,14:39:59,2002-10-03
O058693,16:54:57,2022-05-13
O058696,06:59:59,2015-09-24
O058698,14:14:46,2021-07-03
O058700,10:23:55,2024-03-09
O058701,07:16:06,2009-12-04
O058703,06:30:03,2021-08-03
O058705,13:01:19,2020-07-01
O058706,10:24:47,2023-02-15
O058707,15:21:40,2016-08-18
O058711,08:16:09,2011-10-30
O058717,08:47:31,2017-12-15
O058723,09:12:51,2023-07-19
O058725,18:31:33,2020-11-27
O058728,18:53:55,2021-09-05
O058732,09:03:38,2021-12-10
O058734,13:46:35,2010-03-22
O058735,15:36:44,2024-07-09
O058736,11:26:34,2021-05-09
O058737,18:11:27,2020-04-04
O058739,17:07:13,2021-11-06
O058741,15:25:50,2007-10-01
O058744,13:30:42,2004-05-27
O058745,16:31:34,2007-04-09
O058752,14:01:33,2019-01-27
O058756,13:37:53,2016-12-14
O058759,07:39:26,2022-02-25
O058766,11:44:54,2023-07-17
O058777,17:16:29,2016-07-21
O058783,15:54:13,2018-10-29
O058784,12:03:09,2011-08-15
O058790,17:08:11,2024-05-10
O058795,17:33:39,2018-09-17
O058798,07:33:06,2007-06-16
O058799,16:20:16,2024-06-03
O058801,07:51:55,2023-08-20
O058802,12:29:14,2023-05-07
O058803,10:00:53,2021-12-21
O058804,14:02:17,2021-11-13
O058806,18:24:37,2018-09-04
O058808,06:58:32,2014-09-16
O058809,14:10:35,2014-08-13
O058812,08:48:52,2023-03-03
O058813,18:16:49,2013-09-09
O058816,11:51:40,2020-06-02
O058817,10:51:26,2013-12-03
O058820,10:47:16,2022-04-14
O058824,14:40:04,2006-08-12
O058826,10:18:21,2009-11-14
O058838,18:24:47,2024-01-25
O058841,15:07:47,2000-11-05
O058844,12:02:51,2018-08-01
O058845,13:18:27,2019-08-13
O058847,14:21:38,2021-07-28
O058852,17:52:14,2008-12-26
O058854,14:35:58,2017-09-27
O058858,17:29:58,2024-08-28
O058859,18:51:13,2024-07-06
O058862,08:59:20,2019-10-09
O058865,09:48:18,2018-10-08
O058870,09:29:09,2022-08-22
O058875,08:57:36,2014-09-30
O058876,12:55:22,2022-03-12
O058883,18:13:02,2014-02-26
O058885,18:04:50,2010-09-07
O058886,17:22:25,2024-08-18
O058889,12:27:45,2020-03-09
O058891,08:57:56,2021-10-17
O058896,13:40:52,2022-10-18
O058897,10:10:31,2012-08-31
O058900,15:23:45,2014-10-18
O058902,17:57:28,2000-02-21
O058904,11:34:09,2023-07-01
O058905,07:30:55,2024-08-29
O058908,14:31:14,2008-02-02
O058909,12:11:09,2024-05-27
O058912,08:03:21,2022-12-02
O058914,12:03:35,2014-04-30
O058919,06:40:47,2021-08-05
O058921,15:52:14,2023-05-23
O058923,18:08:31,2022-07-06
O058926,08:07:24,2021-08-07
O058937,10:01:36,2016-07-23
O058938,06:34:59,2020-10-07
O058939,15:20:34,2020-09-06
O058953,15:44:36,2023-07-15
O058954,08:16:41,2024-12-11
O058955,14:42:05,2024-04-28
O058960,08:39:29,2014-01-14
O058962,17:11:02,2019-02-17
O058964,15:38:37,2011-03-01
O058965,11:51:45,2023-12-19
O058966,14:38:58,2019-09-20
O058969,12:45:40,2019-04-30
O058970,09:56:17,2023-01-27
O058971,08:30:58,2013-03-13
O058972,14:45:26,2023-10-06
O058977,16:32:49,2023-11-13
O058989,09:25:38,2020-01-23
O058992,18:54:15,2017-06-08
O058996,06:33:11,2023-01-09
O059002,07:02:42,2020-12-04
O059003,07:24:31,2024-04-20
O059004,10:44:18,2019-07-15
O059006,15:36:24,2022-04-27
O059009,07:58:13,2004-05-04
O059014,09:58:32,2013-09-10
O059016,07:04:03,2023-10-07
O059021,10:52:03,2009-12-17
O059023,07:25:02,2020-06-26
O059032,07:18:44,2018-01-03
O059033,07:58:18,2024-10-11
O059034,12:38:44,2021-10-28
O059035,08:50:06,2020-09-20
O059044,12:19:11,2024-10-16
O059047,13:12:12,2022-06-21
O059049,10:01:16,2020-02-10
O059050,15:55:41,2021-11-22
O059051,18:28:54,2022-05-30
O059052,17:57:39,2018-10-12
O059066,17:31:28,2021-07-27
O059077,10:14:26,2022-07-28
O059078,17:34:18,2016-09-20
O059092,16:32:07,2010-10-01
O059093,16:24:42,2024-06-22
O059100,18:20:15,2019-03-25
O059101,18:01:28,2010-08-07
O059102,10:12:22,2018-08-08
O059104,06:33:09,2011-03-25
O059109,07:54:10,2024-03-07
O059121,11:36:29,2021-02-21
O059133,11:30:42,2019-01-26
O059137,17:29:29,2024-07-08
O059139,08:52:14,2014-01-20
O059143,11:32:36,2024-11-12
O059145,16:55:26,2014-02-26
O059146,13:54:30,2024-02-02
O059147,08:44:31,2015-12-25
O059157,17:47:10,2010-11-01
O059158,12:35:26,2023-06-27
O059161,17:04:38,2024-04-16
O059164,10:39:58,2019-01-06
O059170,15:00:53,2020-08-06
O059172,13:49:23,2024-08-05
O059175,11:42:43,2022-10-04
O059182,14:02:09,2015-03-19
O059183,15:43:11,2020-06-10
O059188,15:25:01,2003-03-25
O059191,10:39:52,2021-04-24
O059195,12:03:12,2006-04-10
O059197,12:34:43,2010-10-11
O059203,14:52:42,2021-11-03
O059206,14:11:58,2023-02-24
O059207,10:11:22,2023-08-27
O059208,08:42:26,2011-01-20
O059214,16:05:58,2022-02-22
O059217,17:30:35,2021-03-16
O059218,12:18:10,2023-06-22
O059222,08:02:21,2024-11-20
O059223,09:22:50,2018-04-23
O059224,08:12:36,2023-11-17
O059225,17:02:22,2002-02-02
O059226,16:20:49,2013-08-20
O059227,14:08:47,2015-03-03
O059232,10:11:49,2019-04-03
O059234,10:01:38,2024-04-10
O059238,14:15:46,2024-10-31
O059240,07:50:39,2019-04-30
O059241,15:38:30,2019-08-19
O059242,08:43:41,2007-03-06
O059249,11:41:20,2018-06-01
O059250,10:23:43,2016-11-20
O059252,16:23:37,2013-04-12
O059253,09:36:52,2023-08-04
O059254,15:41:12,2021-04-17
O059258,14:21:27,2013-09-14
O059259,14:33:00,2024-09-23
O059260,08:43:32,2018-05-13
O059263,16:46:39,2020-06-25
O059272,12:46:32,2017-11-07
O059273,18:36:04,2017-03-22
O059276,08:18:55,2022-08-11
O059277,12:51:42,2021-09-06
O059279,17:55:36,2024-11-07
O059284,11:07:54,2024-08-26
O059285,09:29:01,2023-04-11
O059289,08:55:26,2013-03-20
O059296,14:58:32,2022-05-20
O059299,07:31:57,2019-02-10
O059303,08:34:19,2023-12-18
O059304,12:01:50,2008-08-28
O059307,18:44:30,2013-06-12
O059308,17:49:57,2011-09-03
O059309,11:49:12,2021-08-04
O059313,17:46:55,2023-04-22
O059316,14:20:10,2013-03-09
O059318,16:14:19,2024-11-12
O059320,17:15:21,2003-06-20
O059321,08:15:11,2013-12-17
O059331,11:00:52,2021-12-18
O059333,14:10:29,2009-03-13
O059334,10:01:37,2021-09-15
O059343,14:13:26,2022-11-12
O059344,07:05:58,2021-05-17
O059348,13:17:00,2018-03-31
O059354,06:36:26,2024-02-07
O059356,10:12:40,2015-12-25
O059357,14:24:32,2024-04-03
O059359,10:05:39,2024-11-25
O059360,10:23:12,2021-08-13
O059364,08:31:28,2019-04-01
O059365,10:54:20,2024-07-14
O059366,16:42:35,2021-07-19
O059371,12:15:05,2020-10-14
O059375,13:37:44,2021-03-30
O059377,18:55:03,2022-01-08
O059384,06:39:31,2010-02-11
O059386,10:50:23,2024-08-11
O059387,10:54:09,2017-07-16
O059388,08:09:51,2023-08-22
O059391,12:15:26,2023-07-23
O059398,07:42:49,2007-10-05
O059400,12:10:00,2012-10-28
O059408,17:19:04,2019-09-14
O059411,07:01:57,2012-05-12
O059413,11:27:29,2018-09-04
O059414,13:32:47,2024-11-10
O059415,11:16:51,2016-09-27
O059416,13:18:20,2023-11-08
O059421,17:58:00,2015-08-21
O059422,18:34:54,2012-12-23
O059423,14:44:30,2023-03-31
O059424,09:46:26,2023-09-15
O059425,10:39:42,2021-01-29
O059426,16:20:43,2010-03-17
O059435,18:32:17,2018-07-27
O059437,12:08:50,2011-12-22
O059440,18:38:00,2005-10-14
O059443,18:55:08,2017-05-21
O059445,09:21:44,2024-05-04
O059446,11:39:03,2016-08-17
O059447,06:50:45,2008-09-14
O059448,08:08:07,2009-05-15
O059451,11:43:36,2003-11-15
O059452,13:23:38,2022-04-08
O059458,16:02:02,2016-01-01
O059466,16:05:56,2018-01-22
O059469,12:07:43,2011-01-27
O059471,07:14:04,2020-11-14
O059478,18:27:45,2024-10-07
O059479,14:19:51,2013-02-10
O059483,17:22:46,2022-04-11
O059489,06:36:45,2020-09-09
O059491,17:42:04,2020-01-05
O059492,17:58:02,1998-07-22
O059494,13:56:49,2021-02-13
O059498,18:24:13,2016-07-26
O059504,16:02:30,2023-11-28
O059512,09:01:22,2014-05-13
O059514,15:52:04,2021-12-02
O059522,14:11:51,2004-02-28
O059525,10:47:22,2019-01-17
O059530,06:38:14,2002-08-03
O059533,06:45:40,2024-10-24
O059534,18:41:11,2010-08-03
O059535,17:48:33,2023-09-18
O059536,15:39:45,2015-07-26
O059542,14:06:51,2005-05-23
O059543,16:50:08,2024-09-15
O059546,14:50:30,2023-03-17
O059552,17:16:17,2024-05-07
O059553,13:52:02,2016-06-19
O059566,12:13:01,2022-12-17
O059570,07:43:02,2020-08-27
O059577,08:26:38,2022-05-08
O059579,08:24:08,2009-04-06
O059583,15:17:24,2020-09-02
O059587,10:14:31,2023-12-02
O059589,17:05:39,2011-07-08
O059591,17:41:47,2022-03-04
O059595,13:48:34,2012-02-11
O059601,10:27:29,2023-12-24
O059602,10:28:13,2016-09-07
O059609,13:23:00,2024-04-19
O059612,14:09:31,2019-05-26
O059622,07:04:13,2010-10-25
O059624,10:33:53,2021-04-06
O059626,12:15:15,2017-03-20
O059627,17:11:03,2019-11-12
O059634,14:12:05,2003-05-03
O059641,07:45:05,2020-10-25
O059644,10:19:51,2024-07-08
O059645,13:45:34,2016-04-08
O059650,06:42:10,2022-11-13
O059652,11:27:43,2022-11-08
O059653,15:18:12,2019-05-01
O059655,17:36:11,2024-06-23
O059660,13:55:15,2018-03-12
O059661,09:28:32,2022-11-17
O059665,16:39:44,2024-12-19
O059669,08:39:25,2016-09-08
O059674,06:50:52,2016-04-04
O059678,17:32:28,2020-01-02
O059682,17:02:41,2021-03-06
O059683,09:16:57,2017-10-19
O059684,07:45:38,2017-12-15
O059686,13:10:36,2024-04-09
O059688,17:01:50,2018-01-17
O059690,09:39:54,2020-07-28
O059692,12:40:00,2023-02-18
O059696,07:38:57,2010-08-01
O059697,09:38:07,2015-12-08
O059698,13:24:17,2004-11-06
O059701,15:47:20,2017-07-27
O059705,10:15:50,2022-04-08
O059707,15:43:50,2016-11-07
O059712,11:11:55,2021-11-11
O059715,07:21:47,2009-03-31
O059720,09:29:21,2001-03-27
O059721,09:33:27,2021-07-26
O059723,11:25:35,2013-12-27
O059725,16:01:10,2022-12-22
O059727,13:19:22,2010-04-04
O059732,14:31:32,2009-11-25
O059736,13:10:49,2002-07-23
O059745,11:54:19,2020-05-16
O059746,18:27:30,2018-05-12
O059750,09:51:31,2005-04-06
O059751,17:37:05,2006-06-20
O059757,17:44:53,2005-02-10
O059759,17:26:28,2023-09-15
O059760,14:43:55,2010-09-19
O059762,13:31:25,2020-05-22
O059766,08:21:08,2009-06-06
O059768,14:11:52,2018-05-13
O059769,10:46:48,2021-07-11
O059773,07:22:53,2022-07-15
O059775,09:19:06,2024-07-23
O059776,17:55:29,2020-04-11
O059778,14:35:44,2008-08-23
O059780,08:08:29,2022-11-19
O059784,14:04:46,2021-05-05
O059788,09:56:43,2022-05-06
O059789,13:58:00,2014-11-01
O059795,10:54:41,2012-09-11
O059799,13:25:01,2014-02-22
O059802,18:32:37,2022-04-13
O059803,09:02:51,2019-08-25
O059807,08:24:10,2023-12-12
O059809,06:46:11,2023-05-01
O059813,14:38:26,2023-09-06
O059815,15:22:32,2000-11-28
O059817,09:22:03,2015-04-18
O059818,07:09:09,2019-07-19
O059819,07:16:10,2005-02-06
O059822,07:41:21,2005-02-11
O059825,07:40:10,2023-04-11
O059829,13:33:18,2021-06-12
O059830,16:27:00,2008-05-09
O059831,14:25:36,2024-02-08
O059836,13:12:36,2024-11-03
O059840,08:11:05,1999-09-28
O059848,17:51:07,2010-01-17
O059850,12:25:59,2024-09-09
O059854,10:39:51,2019-06-04
O059856,13:00:23,2016-03-19
O059858,13:56:24,2022-12-15
O059859,11:18:19,2024-08-21
O059863,07:22:23,2009-02-19
O059867,09:31:21,2009-04-23
O059868,13:51:49,2023-07-04
O059872,10:37:02,2005-09-25
O059875,07:06:45,2022-01-18
O059876,08:35:02,2021-12-29
O059879,13:25:47,2022-05-18
O059882,13:14:48,2022-08-29
O059886,14:31:41,2022-07-12
O059889,10:20:27,2023-07-01
O059890,12:05:16,2024-06-04
O059891,11:48:15,2024-09-21
O059892,15:20:05,2012-05-26
O059894,13:36:12,2007-12-16
O059899,09:51:50,2020-01-07
O059900,08:10:53,2020-07-30
O059901,11:16:31,2021-04-24
O059902,15:32:43,2016-12-31
O059905,07:26:06,2016-04-06
O059909,17:17:23,2024-11-16
O059911,13:11:33,2023-10-11
O059912,11:09:32,2022-07-28
O059915,15:00:49,2024-01-16
O059916,17:50:09,2017-09-06
O059918,13:28:19,2012-06-28
O059920,16:50:58,2016-02-21
O059922,18:30:31,2012-01-12
O059925,08:14:52,2017-09-18
O059929,13:12:40,2021-03-12
O059931,10:03:16,2023-10-26
O059932,06:55:27,2024-11-26
O059939,14:03:52,2018-08-05
O059940,15:20:23,2020-06-12
O059943,11:02:16,2024-04-03
O059946,09:23:03,2024-09-23
O059953,13:46:14,2010-08-10
O059958,10:59:24,2013-09-14
O059964,11:46:46,2016-07-19
O059966,11:07:54,2024-07-29
O059971,08:49:49,2006-01-15
O059977,08:59:47,2017-09-29
O059978,08:52:21,2021-06-23
O059981,12:13:41,2024-06-26
O059982,18:37:01,2017-01-10
O059983,07:06:56,2023-03-07
O059985,13:40:23,2016-10-09
O059988,12:54:24,2012-11-08
O059989,11:32:11,2007-12-06
O059993,09:00:21,2006-08-28
O059994,16:02:25,2017-12-04
O059995,10:40:36,2012-02-17
O059997,17:44:25,2024-01-17
O059998,16:57:06,2023-07-23
O060003,17:53:50,2023-03-27
O060005,10:28:03,2024-12-06
O060009,14:40:19,2024-10-04
O060010,11:04:40,2023-07-30
O060011,17:00:20,2024-12-13
O060012,10:23:43,2024-10-10
O060014,10:25:06,2024-11-06
O060019,17:45:32,2022-10-06
O060021,17:22:38,2024-12-10
O060022,11:52:39,2018-05-24
O060023,18:45:30,2019-12-08
O060025,15:41:30,2023-11-16
O060027,13:37:35,2024-04-28
O060028,13:55:26,2024-07-19
O060032,17:03:46,2022-11-19
O060034,18:19:25,2022-08-03
O060040,12:14:08,2013-05-17
O060041,16:11:40,2024-05-06
O060044,11:06:09,2023-12-04
O060046,18:27:03,2012-09-10
O060049,15:29:17,2020-12-31
O060050,07:54:20,2024-11-20
O060052,10:56:00,2021-12-27
O060054,10:35:39,2024-12-03
O060061,10:34:39,2015-05-04
O060066,10:21:19,2021-05-20
O060069,12:17:48,2020-07-24
O060074,17:26:18,2023-09-23
O060078,18:27:08,2024-05-10
O060085,15:59:34,2023-01-13
O060089,12:23:21,2015-12-16
O060092,08:44:55,2020-04-19
O060093,09:50:14,2009-03-26
O060094,11:54:48,2024-06-05
O060099,20:55:34,2024-05-12
O060101,16:35:59,2024-12-17
O060104,14:33:05,2022-11-09
O060106,10:55:36,2023-11-08
O060107,14:17:55,2014-10-30
O060108,23:15:15,2021-07-15
O060110,13:46:31,2010-08-08
O060111,10:07:32,2020-11-22
O060112,11:19:12,2019-03-14
O060113,18:38:37,2014-02-06
O060114,13:23:39,2024-10-27
O060115,11:16:58,2014-03-13
O060123,12:53:02,2011-07-28
O060125,09:17:18,2011-03-30
O060126,13:35:36,2020-08-29
O060127,21:38:56,2016-06-14
O060131,11:07:07,2010-07-05
O060134,11:42:37,2015-03-09
O060135,22:46:03,2011-05-21
O060137,18:38:42,2023-04-01
O060143,14:15:03,2023-10-16
O060145,19:17:25,2019-10-31
O060151,12:16:47,2002-05-13
O060154,08:35:58,2018-06-06
O060160,11:37:37,2022-12-15
O060161,11:38:40,2016-09-27
O060162,08:55:52,2022-07-24
O060163,15:05:46,2016-04-13
O060164,18:01:52,2021-10-24
O060166,16:27:17,2023-03-17
O060167,12:22:04,2021-11-06
O060168,14:43:57,2021-11-05
O060169,19:37:09,2021-10-10
O060171,19:12:11,2013-02-21
O060176,12:30:45,2024-07-25
O060179,20:41:25,2014-04-19
O060180,18:01:25,2024-10-08
O060181,08:13:51,2024-10-11
O060182,09:48:17,2021-12-16
O060183,21:26:13,2008-03-16
O060185,16:57:11,2020-09-23
O060187,19:45:03,2019-11-11
O060191,17:05:46,2015-05-02
O060193,15:07:51,2023-03-20
O060196,19:19:32,2015-03-01
O060200,09:29:33,2023-06-06
O060204,12:13:12,2023-08-26
O060205,09:06:03,2017-12-15
O060211,07:04:58,2021-01-20
O060212,08:43:53,2024-02-29
O060217,17:18:19,2016-02-04
O060219,14:00:12,2010-12-28
O060223,10:39:56,2017-09-02
O060226,14:24:38,2008-05-16
O060231,07:03:32,2022-04-22
O060237,17:49:57,2024-02-02
O060238,15:02:40,2023-03-12
O060240,17:08:24,2021-10-23
O060244,15:20:37,2024-01-07
O060250,10:12:01,2023-09-26
O060254,16:03:38,2010-01-07
O060256,09:16:39,2019-07-27
O060259,09:52:20,2024-05-08
O060263,07:28:44,2024-12-10
O060272,18:17:21,2023-11-10
O060274,12:49:26,2021-12-07
O060275,16:38:53,2022-04-10
O060279,15:30:21,2024-09-02
O060282,09:25:27,2012-02-13
O060283,08:28:15,2017-01-30
O060289,18:33:22,2024-11-12
O060292,10:07:57,2016-03-24
O060296,16:21:49,2007-04-25
O060298,11:26:32,2019-01-08
O060299,09:29:53,2013-11-02
O060303,09:51:13,2024-08-05
O060304,18:34:26,2016-11-16
O060306,10:53:24,2024-08-05
O060307,08:13:16,2004-06-25
O060308,07:48:32,1999-07-04
O060309,08:40:00,2021-04-20
O060311,14:02:00,2022-07-06
O060314,15:13:13,2023-12-26
O060317,07:19:21,2018-03-12
O060331,14:30:27,2009-04-16
O060332,18:35:13,2016-01-10
O060334,07:44:08,2022-04-24
O060337,08:35:11,2023-05-07
O060339,13:44:21,2009-12-29
O060341,16:50:57,2024-10-29
O060349,16:18:19,2016-05-14
O060351,08:14:23,2024-10-09
O060353,14:32:22,2024-11-06
O060355,07:14:10,2008-06-26
O060357,18:44:57,2012-02-22
O060361,16:22:10,2014-07-04
O060363,06:58:13,2023-04-15
O060364,06:40:03,2021-08-18
O060365,18:35:14,2020-03-11
O060373,16:13:06,2016-09-18
O060380,09:19:30,2024-06-23
O060384,18:56:38,2023-05-29
O060386,15:54:28,2014-01-22
O060389,07:05:23,2013-11-08
O060390,10:53:50,2024-01-10
O060391,11:34:47,2021-01-10
O060393,14:46:59,2012-06-09
O060394,18:41:03,2011-04-03
O060401,18:13:36,1998-11-09
O060406,09:30:29,2018-03-22
O060408,18:48:04,2002-08-13
O060413,10:29:40,2024-12-13
O060415,16:16:23,2013-07-09
O060417,06:50:35,2022-02-12
O060418,14:35:39,2022-10-26
O060422,10:39:59,2020-01-24
O060431,15:46:00,2019-10-28
O060432,10:28:25,2016-04-21
O060434,16:07:17,2005-09-25
O060436,09:48:38,2018-01-15
O060440,13:28:48,2020-06-06
O060444,08:14:36,2019-06-21
O060447,18:01:11,2023-10-06
O060450,10:26:05,2020-06-21
O060452,06:40:02,2020-08-30
O060456,14:17:10,2020-01-29
O060460,16:36:22,2024-08-21
O060462,06:57:45,2021-03-12
O060466,16:26:05,2023-04-24
O060467,18:35:02,2017-02-20
O060470,16:21:36,2010-09-15
O060471,16:45:00,2022-11-10
O060479,13:21:05,2014-09-27
O060487,09:46:56,2022-05-31
O060489,16:42:57,2024-06-20
O060493,14:54:41,2023-06-02
O060496,11:18:14,2009-12-02
O060499,08:51:03,2024-04-11
O060500,11:27:09,2023-08-07
O060502,08:36:50,2023-04-29
O060505,10:04:10,2024-04-21
O060508,07:34:56,2023-06-18
O060509,12:26:07,2019-11-26
O060510,13:37:15,2024-08-31
O060511,18:08:53,2024-01-29
O060512,14:36:15,2009-05-28
O060518,12:43:02,2014-09-16
O060519,09:01:52,2022-02-07
O060523,17:43:53,2022-10-19
O060526,14:03:11,2006-07-27
O060530,11:33:34,2019-03-03
O060534,14:02:22,2021-03-04
O060540,17:56:48,2024-11-05
O060543,07:42:58,2015-12-15
O060544,13:24:44,2020-07-10
O060545,15:40:01,2017-12-26
O060548,11:09:49,2024-10-15
O060552,18:00:31,2012-12-03
O060553,15:25:38,2019-03-15
O060555,09:28:28,2004-05-02
O060556,09:31:15,2017-11-27
O060560,12:07:51,2022-04-25
O060562,12:43:00,2013-08-05
O060563,18:20:31,2021-02-26
O060564,16:10:04,2010-08-08
O060566,11:21:57,2012-05-27
O060568,08:54:51,2013-09-15
O060571,15:20:14,2024-05-14
O060572,07:45:48,2011-02-24
O060575,12:48:53,2018-10-12
O060593,08:40:33,2012-07-18
O060611,17:43:58,2023-07-31
O060612,16:59:10,2015-07-20
O060614,14:21:17,2016-07-21
O060616,13:33:47,2021-09-22
O060620,12:25:20,2011-08-25
O060624,16:46:08,2020-10-23
O060628,13:16:17,2012-06-03
O060633,13:39:50,2010-04-14
O060644,10:34:59,2024-12-07
O060645,10:12:40,2022-09-24
O060647,10:35:20,2016-03-01
O060648,15:14:33,2022-06-23
O060649,16:52:34,2009-03-29
O060650,18:43:02,2005-04-01
O060653,09:43:58,2014-03-29
O060654,11:56:38,2023-06-12
O060664,11:36:13,2018-09-22
O060669,11:55:55,2016-04-02
O060671,17:42:06,2018-08-28
O060674,08:31:24,2022-06-30
O060675,07:32:00,2022-07-26
O060679,06:41:49,2021-06-30
O060682,12:36:29,2024-11-28
O060683,10:39:54,2024-02-21
O060688,16:22:04,2016-12-14
O060694,08:00:49,2021-06-26
O060695,06:46:27,2019-09-07
O060702,18:37:31,2017-01-24
O060703,15:51:11,2004-08-13
O060708,15:56:51,2016-11-02
O060710,09:56:53,2010-01-04
O060715,11:36:26,2022-02-23
O060716,15:24:14,2024-09-17
O060718,11:16:54,2020-03-14
O060720,14:38:44,2024-11-14
O060722,06:38:44,2024-04-15
O060729,12:13:21,2023-10-21
O060738,13:20:57,2023-04-03
O060740,07:01:11,2023-08-10
O060741,06:45:38,2007-04-24
O060744,14:18:53,2021-05-15
O060745,11:49:41,2021-11-07
O060747,12:12:16,2019-07-06
O060756,15:10:58,2021-09-17
O060759,08:45:58,2007-06-25
O060761,13:36:44,2017-03-18
O060763,11:40:52,2019-11-17
O060770,12:24:04,2018-08-02
O060771,09:58:32,2023-02-01
O060773,13:05:20,2024-12-19
O060775,14:51:51,2024-07-12
O060776,11:02:44,2017-03-14
O060777,16:55:39,2016-05-25
O060778,09:15:17,2024-11-29
O060781,08:42:43,2024-11-30
O060784,08:13:21,2017-12-04
O060785,11:51:50,2009-07-25
O060787,18:33:15,2020-06-07
O060790,16:58:25,2011-04-13
O060792,14:38:03,2017-07-20
O060793,16:52:03,2022-02-05
O060800,16:15:00,2009-02-20
O060801,11:01:20,2023-06-14
O060805,17:35:33,2023-02-20
O060816,16:47:46,2010-09-14
O060821,10:36:10,2007-12-11
O060824,13:10:00,2024-11-09
O060825,18:04:51,2022-02-25
O060829,10:28:11,2024-11-30
O060832,09:10:21,2008-11-01
O060833,10:41:27,2006-07-18
O060835,15:35:19,2009-09-02
O060847,10:16:42,2009-11-16
O060849,18:15:48,2013-02-27
O060850,16:46:30,2013-12-23
O060858,16:28:25,2024-08-22
