ORDER_ID,DISH_ID,QUANTITY
O049737,D162,1
O049738,D193,10
O049739,D082,4
O049740,D081,8
O049741,D151,9
O049742,D099,3
O049743,D106,1
O049744,D108,2
O049745,D003,3
O049746,D115,8
O049747,D117,10
O049748,D017,9
O049749,D138,2
O049750,D017,7
O049751,D162,2
O049752,D095,2
O049753,D117,8
O049754,D136,3
O049755,D050,9
O049756,D105,1
O049757,D136,3
O049758,D022,8
O049759,D091,4
O049760,D157,4
O049761,D185,4
O049762,D047,6
O049763,D118,2
O049764,D081,1
O049765,D013,5
O049766,D134,10
O049767,D160,9
O049768,D103,10
O049769,D009,6
O049770,D025,2
O049771,D126,2
O049772,D081,2
O049773,D030,6
O049774,D008,5
O049775,D110,9
O049776,D127,4
O049777,D192,6
O049778,D003,3
O049779,D112,2
O049780,D149,9
O049781,D013,4
O049782,D147,2
O049783,D030,10
O049784,D044,3
O049785,D130,8
O049786,D152,10
O049787,D169,10
O049788,D141,3
O049789,D080,6
O049790,D077,7
O049791,D107,9
O049792,D094,10
O049793,D154,3
O049794,D098,10
O049795,D012,6
O049796,D022,8
O049797,D179,6
O049798,D108,3
O049799,D115,7
O049800,D136,3
O049801,D030,2
O049802,D167,4
O049803,D094,4
O049804,D192,7
O049805,D198,8
O049806,D178,4
O049807,D078,8
O049808,D044,4
O049809,D083,2
O049810,D107,1
O049811,D029,4
O049812,D130,7
O049813,D053,3
O049814,D045,7
O049815,D102,2
O049816,D057,9
O049817,D182,4
O049818,D051,10
O049819,D001,7
O049820,D198,8
O049821,D163,10
O049822,D177,1
O049823,D069,8
O049824,D168,5
O049825,D084,10
O049826,D196,8
O049827,D151,8
O049828,D110,6
O049829,D144,8
O049830,D192,1
O049831,D029,6
O049832,D167,3
O049833,D033,3
O049834,D058,10
O049835,D162,6
O049836,D086,7
O049837,D064,7
O049838,D145,9
O049839,D081,4
O049840,D141,5
O049841,D155,4
O049842,D194,10
O049843,D117,4
O049844,D137,1
O049845,D107,3
O049846,D059,8
O049847,D073,4
O049848,D190,7
O049849,D010,3
O049850,D128,5
O049851,D087,10
O049852,D072,10
O049853,D120,5
O049854,D180,2
O049855,D001,3
O049856,D120,4
O049857,D168,8
O049858,D146,2
O049859,D029,8
O049860,D092,6
O049861,D182,4
O049862,D014,6
O049863,D089,6
O049864,D041,5
O049865,D069,1
O049866,D002,4
O049867,D045,3
O049868,D094,4
O049869,D185,9
O049870,D102,3
O049871,D102,7
O049872,D064,2
O049873,D146,6
O049874,D046,4
O049875,D069,6
O049876,D130,10
O049877,D006,10
O049878,D111,10
O049879,D084,7
O049880,D035,5
O049881,D135,10
O049882,D057,3
O049883,D044,8
O049884,D102,4
O049885,D016,4
O049886,D016,10
O049887,D061,6
O049888,D092,4
O049889,D094,10
O049890,D072,7
O049891,D081,1
O049892,D098,1
O049893,D076,6
O049894,D111,10
O049895,D189,5
O049896,D007,8
O049897,D100,4
O049898,D071,2
O049899,D186,2
O049900,D117,8
O049901,D069,10
O049902,D074,3
O049903,D029,10
O049904,D167,2
O049905,D181,6
O049906,D101,6
O049907,D152,2
O049908,D065,8
O049909,D125,1
O049910,D154,9
O049911,D031,6
O049912,D199,2
O049913,D120,9
O049914,D193,6
O049915,D175,2
O049916,D102,2
O049917,D192,6
O049918,D062,3
O049919,D069,4
O049920,D168,7
O049921,D024,2
O049922,D117,4
O049923,D050,2
O049924,D195,10
O049925,D098,2
O049926,D166,3
O049927,D029,3
O049928,D177,7
O049929,D014,5
O049930,D118,4
O049931,D170,2
O049932,D099,8
O049933,D073,3
O049934,D143,3
O049935,D099,10
O049936,D098,9
O049937,D148,6
O049938,D082,6
O049939,D019,8
O049940,D138,6
O049941,D145,3
O049942,D012,6
O049943,D053,2
O049944,D165,5
O049945,D163,9
O049946,D059,7
O049947,D116,1
O049948,D094,5
O049949,D094,7
O049950,D014,3
O049951,D175,5
O049952,D033,3
O049953,D030,10
O049954,D183,4
O049955,D038,6
O049956,D100,3
O049957,D118,3
O049958,D061,7
O049959,D125,5
O049960,D177,7
O049961,D063,8
O049962,D194,2
O049963,D171,7
O049964,D147,8
O049965,D008,7
O049966,D144,7
O049967,D039,2
O049968,D032,3
O049969,D098,4
O049970,D145,6
O049971,D106,5
O049972,D028,8
O049973,D019,3
O049974,D129,1
O049975,D088,9
O049976,D021,1
O049977,D185,2
O049978,D196,9
O049979,D153,3
O049980,D148,6
O049981,D012,7
O049982,D036,7
O049983,D147,5
O049984,D093,4
O049985,D091,10
O049986,D156,2
O049987,D157,9
O049988,D023,9
O049989,D099,2
O049990,D140,6
O049991,D197,7
O049992,D172,10
O049993,D143,6
O049994,D167,7
O049995,D073,8
O049996,D141,6
O049997,D002,10
O049998,D179,10
O049999,D194,8
O050000,D165,7
O050001,D148,5
O050002,D130,5
O050003,D186,1
O050004,D071,4
O050005,D004,2
O050006,D135,3
O050007,D044,7
O050008,D098,5
O050009,D073,3
O050010,D143,1
O050011,D012,2
O050012,D159,9
O050013,D042,2
O050014,D044,9
O050015,D095,7
O050016,D179,4
O050017,D077,5
O050018,D177,9
O050019,D127,6
O050020,D190,3
O050021,D137,7
O050022,D029,9
O050023,D076,10
O050024,D071,2
O050025,D142,2
O050026,D103,4
O050027,D198,5
O050028,D169,6
O050029,D072,10
O050030,D065,5
O050031,D139,3
O050032,D159,10
O050033,D194,2
O050034,D100,7
O050035,D179,6
O050036,D035,5
O050037,D053,3
O050038,D063,2
O050039,D193,3
O050040,D132,5
O050041,D138,7
O050042,D086,4
O050043,D025,5
O050044,D155,9
O050045,D170,5
O050046,D080,8
O050047,D044,8
O050048,D057,2
O050049,D154,7
O050050,D170,4
O050051,D100,3
O050052,D077,1
O050053,D012,1
O050054,D160,4
O050055,D003,4
O050056,D157,6
O050057,D030,5
O050058,D191,10
O050059,D175,10
O050060,D118,9
O050061,D042,2
O050062,D032,7
O050063,D169,7
O050064,D047,9
O050065,D085,8
O050066,D070,9
O050067,D189,10
O050068,D129,4
O050069,D013,8
O050070,D059,5
O050071,D167,4
O050072,D163,2
O050073,D173,10
O050074,D131,3
O050075,D172,10
O050076,D029,6
O050077,D084,8
O050078,D149,5
O050079,D015,9
O050080,D057,5
O050081,D131,6
O050082,D112,8
O050083,D191,2
O050084,D005,9
O050085,D198,5
O050086,D034,6
O050087,D136,2
O050088,D132,1
O050089,D046,8
O050090,D164,10
O050091,D158,5
O050092,D125,10
O050093,D025,6
O050094,D147,8
O050095,D087,7
O050096,D077,3
O050097,D045,9
O050098,D139,3
O050099,D031,10
O050100,D196,6
O050101,D102,4
O050102,D038,7
O050103,D045,8
O050104,D068,3
O050105,D012,8
O050106,D106,9
O050107,D033,2
O050108,D109,1
O050109,D183,5
O050110,D029,1
O050111,D156,3
O050112,D001,8
O050113,D030,9
O050114,D180,3
O050115,D042,1
O050116,D031,10
O050117,D116,1
O050118,D134,6
O050119,D191,3
O050120,D144,4
O050121,D044,8
O050122,D040,3
O050123,D186,2
O050124,D198,6
O050125,D014,1
O050126,D032,5
O050127,D131,4
O050128,D063,8
O050129,D148,8
O050130,D099,1
O050131,D068,2
O050132,D169,10
O050133,D111,5
O050134,D039,6
O050135,D066,9
O050136,D033,2
O050137,D063,7
O050138,D088,4
O050139,D186,10
O050140,D152,6
O050141,D188,10
O050142,D189,4
O050143,D116,8
O050144,D057,5
O050145,D083,1
O050146,D164,7
O050147,D087,5
O050148,D005,6
O050149,D065,2
O050150,D065,10
O050151,D065,5
O050152,D038,6
O050153,D144,4
O050154,D047,2
O050155,D069,1
O050156,D021,6
O050157,D108,5
O050158,D182,10
O050159,D178,2
O050160,D134,5
O050161,D182,6
O050162,D094,6
O050163,D151,4
O050164,D045,7
O050165,D002,9
O050166,D184,10
O050167,D095,10
O050168,D117,4
O050169,D182,6
O050170,D016,3
O050171,D064,10
O050172,D112,9
O050173,D179,5
O050174,D092,7
O050175,D016,10
O050176,D145,9
O050177,D157,7
O050178,D065,9
O050179,D085,6
O050180,D141,6
O050181,D101,3
O050182,D063,3
O050183,D002,2
O050184,D083,10
O050185,D105,6
O050186,D037,3
O050187,D168,3
O050188,D066,7
O050189,D099,3
O050190,D095,6
O050191,D029,10
O050192,D056,8
O050193,D138,8
O050194,D193,9
O050195,D190,10
O050196,D163,4
O050197,D015,7
O050198,D023,3
O050199,D190,4
O050200,D180,8
O050201,D140,2
O050202,D069,1
O050203,D050,7
O050204,D076,2
O050205,D083,7
O050206,D027,8
O050207,D037,9
O050208,D035,5
O050209,D111,3
O050210,D004,3
O050211,D034,9
O050212,D187,4
O050213,D179,10
O050214,D136,4
O050215,D069,8
O050216,D076,3
O050217,D143,6
O050218,D135,4
O050219,D171,5
O050220,D117,8
O050221,D074,6
O050222,D040,10
O050223,D131,1
O050224,D153,8
O050225,D023,2
O050226,D107,3
O050227,D171,10
O050228,D047,6
O050229,D003,2
O050230,D092,9
O050231,D010,4
O050232,D109,4
O050233,D092,3
O050234,D056,5
O050235,D195,2
O050236,D139,4
O050237,D022,7
O050238,D063,6
O050239,D188,10
O050240,D045,10
O050241,D013,3
O050242,D167,3
O050243,D058,8
O050244,D195,2
O050245,D131,1
O050246,D127,2
O050247,D044,7
O050248,D064,2
O050249,D067,10
O050250,D186,4
O050251,D068,5
O050252,D153,6
O050253,D023,10
O050254,D118,8
O050255,D130,8
O050256,D072,2
O050257,D148,10
O050258,D097,9
O050259,D039,9
O050260,D034,4
O050261,D005,3
O050262,D169,3
O050263,D056,8
O050264,D040,8
O050265,D036,8
O050266,D185,9
O050267,D158,10
O050268,D013,7
O050269,D114,4
O050270,D069,3
O050271,D189,4
O050272,D132,5
O050273,D029,6
O050274,D179,10
O050275,D147,10
O050276,D025,4
O050277,D115,10
O050278,D115,3
O050279,D178,8
O050280,D135,10
O050281,D064,7
O050282,D081,5
O050283,D181,8
O050284,D108,4
O050285,D037,7
O050286,D029,3
O050287,D127,4
O050288,D083,8
O050289,D167,9
O050290,D058,6
O050291,D019,10
O050292,D084,5
O050293,D174,4
O050294,D041,8
O050295,D033,7
O050296,D173,9
O050297,D146,7
O050298,D023,5
O050299,D099,5
O050300,D074,2
O050301,D112,2
O050302,D085,6
O050303,D118,4
O050304,D198,10
O050305,D077,6
O050306,D094,9
O050307,D152,4
O050308,D196,3
O050309,D181,3
O050310,D152,6
O050311,D044,5
O050312,D126,1
O050313,D046,4
O050314,D159,1
O050315,D074,2
O050316,D009,10
O050317,D113,5
O050318,D195,1
O050319,D095,9
O050320,D087,1
O050321,D116,3
O050322,D185,8
O050323,D010,9
O050324,D147,9
O050325,D134,4
O050326,D142,10
O050327,D051,8
O050328,D143,3
O050329,D172,6
O050330,D094,2
O050331,D063,5
O050332,D085,1
O050333,D051,2
O050334,D190,10
O050335,D107,4
O050336,D055,8
O050337,D088,6
O050338,D149,6
O050339,D099,2
O050340,D172,6
O050341,D089,1
O050342,D020,8
O050343,D137,9
O050344,D180,8
O050345,D161,9
O050346,D039,10
O050347,D130,6
O050348,D187,8
O050349,D006,9
O050350,D011,8
O050351,D136,6
O050352,D031,10
O050353,D173,9
O050354,D114,9
O050355,D145,1
O050356,D088,10
O050357,D061,2
O050358,D059,10
O050359,D015,4
O050360,D039,9
O050361,D035,7
O050362,D019,5
O050363,D042,3
O050364,D153,7
O050365,D101,6
O050366,D157,8
O050367,D126,10
O050368,D085,3
O050369,D094,10
O050370,D172,1
O050371,D139,3
O050372,D151,10
O050373,D002,7
O050374,D113,5
O050375,D199,6
O050376,D094,7
O050377,D009,2
O050378,D152,9
O050379,D192,3
O050380,D047,5
O050381,D046,7
O050382,D112,4
O050383,D173,6
O050384,D137,4
O050385,D191,2
O050386,D007,5
O050387,D105,8
O050388,D062,9
O050389,D181,1
O050390,D145,2
O050391,D182,3
O050392,D068,1
O050393,D075,6
O050394,D169,8
O050395,D091,6
O050396,D066,2
O050397,D042,2
O050398,D165,7
O050399,D035,9
O050400,D028,3
O050401,D061,4
O050402,D125,6
O050403,D104,4
O050404,D062,5
O050405,D136,1
O050406,D056,10
O050407,D088,10
O050408,D094,6
O050409,D156,2
O050410,D172,7
O050411,D128,7
O050412,D014,1
O050413,D042,10
O050414,D192,1
O050415,D090,8
O050416,D082,9
O050417,D117,4
O050418,D104,8
O050419,D162,5
O050420,D131,2
O050421,D184,2
O050422,D081,7
O050423,D112,5
O050424,D047,3
O050425,D040,2
O050426,D161,9
O050427,D168,2
O050428,D125,2
O050429,D066,5
O050430,D136,6
O050431,D137,4
O050432,D113,8
O050433,D103,6
O050434,D193,10
O050435,D186,7
O050436,D160,9
O050437,D012,9
O050438,D002,2
O050439,D185,5
O050440,D009,2
O050441,D019,1
O050442,D082,8
O050443,D190,2
O050444,D097,4
O050445,D108,10
O050446,D144,2
O050447,D108,4
O050448,D127,6
O050449,D034,1
O050450,D039,10
O050451,D010,2
O050452,D138,8
O050453,D154,4
O050454,D161,2
O050455,D161,1
O050456,D082,4
O050457,D103,6
O050458,D182,6
O050459,D070,2
O050460,D182,6
O050461,D192,2
O050462,D107,4
O050463,D146,9
O050464,D036,6
O050465,D113,9
O050466,D080,8
O050467,D185,10
O050468,D050,9
O050469,D181,6
O050470,D044,8
O050471,D030,9
O050472,D198,8
O050473,D035,8
O050474,D120,8
O050475,D023,10
O050476,D114,10
O050477,D038,10
O050478,D178,2
O050479,D151,8
O050480,D146,6
O050481,D014,5
O050482,D012,10
O050483,D196,2
O050484,D114,5
O050485,D022,5
O050486,D138,5
O050487,D156,7
O050488,D139,3
O050489,D075,7
O050490,D186,8
O050491,D105,5
O050492,D136,4
O050493,D022,10
O050494,D146,3
O050495,D184,4
O050496,D098,3
O050497,D134,5
O050498,D065,10
O050499,D065,10
O050500,D025,2
O050501,D075,1
O050502,D117,3
O050503,D186,8
O050504,D164,1
O050505,D186,8
O050506,D061,3
O050507,D011,6
O050508,D118,4
O050509,D075,5
O050510,D178,5
O050511,D151,5
O050512,D078,3
O050513,D170,7
O050514,D055,5
O050515,D126,6
O050516,D180,2
O050517,D053,3
O050518,D035,7
O050519,D170,8
O050520,D058,4
O050521,D160,10
O050522,D120,2
O050523,D158,9
O050524,D148,8
O050525,D047,3
O050526,D160,1
O050527,D152,6
O050528,D006,8
O050529,D047,9
O050530,D030,3
O050531,D154,8
O050532,D098,8
O050533,D081,4
O050534,D045,6
O050535,D032,10
O050536,D065,2
O050537,D056,5
O050538,D072,10
O050539,D127,4
O050540,D019,2
O050541,D161,9
O050542,D025,1
O050543,D147,3
O050544,D192,6
O050545,D139,7
O050546,D162,10
O050547,D095,2
O050548,D177,9
O050549,D171,4
O050550,D054,8
O050551,D017,8
O050552,D066,8
O050553,D003,7
O050554,D163,9
O050555,D033,2
O050556,D116,4
O050557,D140,8
O050558,D027,9
O050559,D036,4
O050560,D160,5
O050561,D051,7
O050562,D067,3
O050563,D172,3
O050564,D137,4
O050565,D090,2
O050566,D163,2
O050567,D063,9
O050568,D102,2
O050569,D062,4
O050570,D065,8
O050571,D108,8
O050572,D087,3
O050573,D013,8
O050574,D034,10
O050575,D011,8
O050576,D041,1
O050577,D139,10
O050578,D110,9
O050579,D098,8
O050580,D025,8
O050581,D187,3
O050582,D145,9
O050583,D174,1
O050584,D065,5
O050585,D020,3
O050586,D073,4
O050587,D101,2
O050588,D022,7
O050589,D020,8
O050590,D178,8
O050591,D047,3
O050592,D174,6
O050593,D067,8
O050594,D112,7
O050595,D115,7
O050596,D024,1
O050597,D152,6
O050598,D104,5
O050599,D067,2
O050600,D089,8
O050601,D199,7
O050602,D115,1
O050603,D047,7
O050604,D081,10
O050605,D103,5
O050606,D175,3
O050607,D029,3
O050608,D074,7
O050609,D064,9
O050610,D081,10
O050611,D104,8
O050612,D191,8
O050613,D002,6
O050614,D067,2
O050615,D154,3
O050616,D153,4
O050617,D160,2
O050618,D155,4
O050619,D134,6
O050620,D064,6
O050621,D098,10
O050622,D158,8
O050623,D116,4
O050624,D157,6
O050625,D147,9
O050626,D136,6
O050627,D156,3
O050628,D082,2
O050629,D157,4
O050630,D100,3
O050631,D109,4
O050632,D030,9
O050633,D068,1
O050634,D088,6
O050635,D082,8
O050636,D164,7
O050637,D140,10
O050638,D035,3
O050639,D110,4
O050640,D187,1
O050641,D053,3
O050642,D082,1
O050643,D113,9
O050644,D179,5
O050645,D094,2
O050646,D183,10
O050647,D061,8
O050648,D199,9
O050649,D042,8
O050650,D056,8
O050651,D136,9
O050652,D197,8
O050653,D099,3
O050654,D181,4
O050655,D019,1
O050656,D035,4
O050657,D083,6
O050658,D165,10
O050659,D199,3
O050660,D059,1
O050661,D074,5
O050662,D192,3
O050663,D071,4
O050664,D061,10
O050665,D100,2
O050666,D112,5
O050667,D182,7
O050668,D165,7
O050669,D018,3
O050670,D067,7
O050671,D070,4
O050672,D127,3
O050673,D088,5
O050674,D163,3
O050675,D168,3
O050676,D182,10
O050677,D070,1
O050678,D172,2
O050679,D095,10
O050680,D034,10
O050681,D170,2
O050682,D035,2
O050683,D112,5
O050684,D025,7
O050685,D141,5
O050686,D198,1
O050687,D056,5
O050688,D080,3
O050689,D107,6
O050690,D186,1
O050691,D112,3
O050692,D117,7
O050693,D108,2
O050694,D066,9
O050695,D061,1
O050696,D033,4
O050697,D116,5
O050698,D170,7
O050699,D169,1
O050700,D163,2
O050701,D063,10
O050702,D117,7
O050703,D013,7
O050704,D091,1
O050705,D197,3
O050706,D108,7
O050707,D030,1
O050708,D153,8
O050709,D115,7
O050710,D169,5
O050711,D111,8
O050712,D184,6
O050713,D149,3
O050714,D179,10
O050715,D029,7
O050716,D061,2
O050717,D040,4
O050718,D107,10
O050719,D010,4
O050720,D145,3
O050721,D146,9
O050722,D160,4
O050723,D111,5
O050724,D142,10
O050725,D135,3
O050726,D002,6
O050727,D029,2
O050728,D174,1
O050729,D100,2
O050730,D130,7
O050731,D137,3
O050732,D018,2
O050733,D061,1
O050734,D080,2
O050735,D196,8
O050736,D160,8
O050737,D055,8
O050738,D013,5
O050739,D053,2
O050740,D046,6
O050741,D095,2
O050742,D075,2
O050743,D084,1
O050744,D056,3
O050745,D116,9
O050746,D129,3
O050747,D073,8
O050748,D151,3
O050749,D173,1
O050750,D055,1
O050751,D034,1
O050752,D112,1
O050753,D020,4
O050754,D145,1
O050755,D085,3
O050756,D090,2
O050757,D181,2
O050758,D102,5
O050759,D061,7
O050760,D037,7
O050761,D037,8
O050762,D050,8
O050763,D112,5
O050764,D078,6
O050765,D130,10
O050766,D013,9
O050767,D183,7
O050768,D186,6
O050769,D082,3
O050770,D151,6
O050771,D151,8
O050772,D015,4
O050773,D066,6
O050774,D102,1
O050775,D109,6
O050776,D133,10
O050777,D047,3
O050778,D130,5
O050779,D192,8
O050780,D110,4
O050781,D178,3
O050782,D196,3
O050783,D109,2
O050784,D009,9
O050785,D156,2
O050786,D182,8
O050787,D016,10
O050788,D168,9
O050789,D041,2
O050790,D169,2
O050791,D112,9
O050792,D085,8
O050793,D031,2
O050794,D010,6
O050795,D182,6
O050796,D017,4
O050797,D191,2
O050798,D023,1
O050799,D118,4
O050800,D136,1
O050801,D010,3
O050802,D062,8
O050803,D005,9
O050804,D037,4
O050805,D114,7
O050806,D092,3
O050807,D130,9
O050808,D163,5
O050809,D006,6
O050810,D193,1
O050811,D044,1
O050812,D134,9
O050813,D098,6
O050814,D198,9
O050815,D022,6
O050816,D153,5
O050817,D188,8
O050818,D087,5
O050819,D130,8
O050820,D012,2
O050821,D082,6
O050822,D038,5
O050823,D032,10
O050824,D004,8
O050825,D084,4
O050826,D108,1
O050827,D035,5
O050828,D187,10
O050829,D193,3
O050830,D117,4
O050831,D137,1
O050832,D187,4
O050833,D103,8
O050834,D024,7
O050835,D024,6
O050836,D158,10
O050837,D075,6
O050838,D111,6
O050839,D008,9
O050840,D016,2
O050841,D055,8
O050842,D135,10
O050843,D018,2
O050844,D013,9
O050845,D006,3
O050846,D030,1
O050847,D154,4
O050848,D108,7
O050849,D051,1
O050850,D035,5
O050851,D163,7
O050852,D194,10
O050853,D087,4
O050854,D054,10
O050855,D072,7
O050856,D166,7
O050857,D078,4
O050858,D088,3
O050859,D175,10
O050860,D156,6
O050861,D146,2
O050862,D174,10
O050863,D193,1
O050864,D169,8
O050865,D110,10
O050866,D152,8
O050867,D093,6
O050868,D175,2
O050869,D175,9
O050870,D045,9
O050871,D075,1
O050872,D072,7
O050873,D145,4
O050874,D186,10
O050875,D115,6
O050876,D184,10
O050877,D061,1
O050878,D067,2
O050879,D034,4
O050880,D157,2
O050881,D181,6
O050882,D094,6
O050883,D066,4
O050884,D155,5
O050885,D095,6
O050886,D137,8
O050887,D088,6
O050888,D163,8
O050889,D007,7
O050890,D102,1
O050891,D054,8
O050892,D081,3
O050893,D151,1
O050894,D023,9
O050895,D169,5
O050896,D135,9
O050897,D136,3
O050898,D174,2
O050899,D142,6
O050900,D033,9
O050901,D125,6
O050902,D142,4
O050903,D062,7
O050904,D042,9
O050905,D051,6
O050906,D036,9
O050907,D002,5
O050908,D199,10
O050909,D149,5
O050910,D072,6
O050911,D143,4
O050912,D164,3
O050913,D011,4
O050914,D040,1
O050915,D161,3
O050916,D105,2
O050917,D163,8
O050918,D031,8
O050919,D009,10
O050920,D003,9
O050921,D082,3
O050922,D184,6
O050923,D021,10
O050924,D045,4
O050925,D030,3
O050926,D089,5
O050927,D066,4
O050928,D190,10
O050929,D070,1
O050930,D100,8
O050931,D034,3
O050932,D191,3
O050933,D143,6
O050934,D125,2
O050935,D091,8
O050936,D141,10
O050937,D170,3
O050938,D080,1
O050939,D142,7
O050940,D173,1
O050941,D135,4
O050942,D149,10
O050943,D065,9
O050944,D069,1
O050945,D092,4
O050946,D097,7
O050947,D100,8
O050948,D073,10
O050949,D008,8
O050950,D118,8
O050951,D120,1
O050952,D068,9
O050953,D015,7
O050954,D006,2
O050955,D187,6
O050956,D192,1
O050957,D018,8
O050958,D183,5
O050959,D108,5
O050960,D092,7
O050961,D016,8
O050962,D099,8
O050963,D075,2
O050964,D086,4
O050965,D020,2
O050966,D175,4
O050967,D165,7
O050968,D037,7
O050969,D044,7
O050970,D015,6
O050971,D115,3
O050972,D034,1
O050973,D089,8
O050974,D099,1
O050975,D164,4
O050976,D187,10
O050977,D100,9
O050978,D017,4
O050979,D093,6
O050980,D092,9
O050981,D129,9
O050982,D084,5
O050983,D193,10
O050984,D177,3
O050985,D120,3
O050986,D136,10
O050987,D024,7
O050988,D194,1
O050989,D190,2
O050990,D021,5
O050991,D080,5
O050992,D061,10
O050993,D025,9
O050994,D036,7
O050995,D134,5
O050996,D077,4
O050997,D161,5
O050998,D174,3
O050999,D169,1
O051000,D167,10
O051001,D030,6
O051002,D050,3
O051003,D198,10
O051004,D133,9
O051005,D166,5
O051006,D182,1
O051007,D073,2
O051008,D034,4
O051009,D190,4
O051010,D047,4
O051011,D068,5
O051012,D169,7
O051013,D191,10
O051014,D194,8
O051015,D082,5
O051016,D046,1
O051017,D044,5
O051018,D143,1
O051019,D027,2
O051020,D014,3
O051021,D163,5
O051022,D191,9
O051023,D125,10
O051024,D085,10
O051025,D154,6
O051026,D037,10
O051027,D140,4
O051028,D131,9
O051029,D154,3
O051030,D080,1
O051031,D167,6
O051032,D037,5
O051033,D033,9
O051034,D145,1
O051035,D116,2
O051036,D189,8
O051037,D077,6
O051038,D187,9
O051039,D055,6
O051040,D004,10
O051041,D006,2
O051042,D090,7
O051043,D009,4
O051044,D132,7
O051045,D084,1
O051046,D078,8
O051047,D089,6
O051048,D198,2
O051049,D154,9
O051050,D064,6
O051051,D018,10
O051052,D087,6
O051053,D066,2
O051054,D080,5
O051055,D002,6
O051056,D129,4
O051057,D082,7
O051058,D115,5
O051059,D082,3
O051060,D010,7
O051061,D034,10
O051062,D177,6
O051063,D092,7
O051064,D172,7
O051065,D085,10
O051066,D029,2
O051067,D011,5
O051068,D170,6
O051069,D166,4
O051070,D085,3
O051071,D066,3
O051072,D011,2
O051073,D088,1
O051074,D085,9
O051075,D089,6
O051076,D050,10
O051077,D197,1
O051078,D016,10
O051079,D108,1
O051080,D014,6
O051081,D142,6
O051082,D195,3
O051083,D185,3
O051084,D196,2
O051085,D109,4
O051086,D078,1
O051087,D041,4
O051088,D113,8
O051089,D187,5
O051090,D169,6
O051091,D172,6
O051092,D155,7
O051093,D139,9
O051094,D166,2
O051095,D024,9
O051096,D051,2
O051097,D115,9
O051098,D173,10
O051099,D046,3
O051100,D082,10
O051101,D153,2
O051102,D117,4
O051103,D033,4
O051104,D003,8
O051105,D137,8
O051106,D031,4
O051107,D170,5
O051108,D002,1
O051109,D136,5
O051110,D180,1
O051111,D118,3
O051112,D127,7
O051113,D193,8
O051114,D120,6
O051115,D187,8
O051116,D172,10
O051117,D161,10
O051118,D149,10
O051119,D028,8
O051120,D118,10
O051121,D191,5
O051122,D069,9
O051123,D160,2
O051124,D036,9
O051125,D164,10
O051126,D078,1
O051127,D094,6
O051128,D054,1
O051129,D010,9
O051130,D163,1
O051131,D071,7
O051132,D195,5
O051133,D117,8
O051134,D088,4
O051135,D071,4
O051136,D159,9
O051137,D020,10
O051138,D101,6
O051139,D073,9
O051140,D148,6
O051141,D041,1
O051142,D101,8
O051143,D083,6
O051144,D118,5
O051145,D011,7
O051146,D044,9
O051147,D113,5
O051148,D067,4
O051149,D161,6
O051150,D190,9
O051151,D028,10
O051152,D012,2
O051153,D187,10
O051154,D018,1
O051155,D147,2
O051156,D103,1
O051157,D192,5
O051158,D090,2
O051159,D173,7
O051160,D199,10
O051161,D167,10
O051162,D059,7
O051163,D039,6
O051164,D158,3
O051165,D194,9
O051166,D154,8
O051167,D081,4
O051168,D019,6
O051169,D010,5
O051170,D117,2
O051171,D085,9
O051172,D055,7
O051173,D169,4
O051174,D197,5
O051175,D136,4
O051176,D106,5
O051177,D109,4
O051178,D133,7
O051179,D127,10
O051180,D185,5
O051181,D193,5
O051182,D112,4
O051183,D034,3
O051184,D086,9
O051185,D045,7
O051186,D169,4
O051187,D152,2
O051188,D183,7
O051189,D057,4
O051190,D109,10
O051191,D062,6
O051192,D103,10
O051193,D193,5
O051194,D130,4
O051195,D185,2
O051196,D091,7
O051197,D081,9
O051198,D001,3
O051199,D117,6
O051200,D117,5
O051201,D170,10
O051202,D156,4
O051203,D179,9
O051204,D047,5
O051205,D074,1
O051206,D107,1
O051207,D170,6
O051208,D175,10
O051209,D083,1
O051210,D118,3
O051211,D083,4
O051212,D102,7
O051213,D068,6
O051214,D157,2
O051215,D164,2
O051216,D002,7
O051217,D154,8
O051218,D069,6
O051219,D131,5
O051220,D145,4
O051221,D116,5
O051222,D059,4
O051223,D160,8
O051224,D110,3
O051225,D192,7
O051226,D082,5
O051227,D116,9
O051228,D184,6
O051229,D189,8
O051230,D042,7
O051231,D136,9
O051232,D177,7
O051233,D077,5
O051234,D167,9
O051235,D195,5
O051236,D136,2
O051237,D057,5
O051238,D012,7
O051239,D087,7
O051240,D005,8
O051241,D001,2
O051242,D014,10
O051243,D021,5
O051244,D019,1
O051245,D063,5
O051246,D087,8
O051247,D004,6
O051248,D161,6
O051249,D018,2
O051250,D061,8
O051251,D156,6
O051252,D010,4
O051253,D152,2
O051254,D134,5
O051255,D104,4
O051256,D111,8
O051257,D193,8
O051258,D099,2
O051259,D083,4
O051260,D085,1
O051261,D063,9
O051262,D132,6
O051263,D125,1
O051264,D155,3
O051265,D152,5
O051266,D046,10
O051267,D057,8
O051268,D178,10
O051269,D092,7
O051270,D086,4
O051271,D158,4
O051272,D007,4
O051273,D192,8
O051274,D054,1
O051275,D045,10
O051276,D058,6
O051277,D165,7
O051278,D063,4
O051279,D034,4
O051280,D078,10
O051281,D085,1
O051282,D017,9
O051283,D185,3
O051284,D045,5
O051285,D031,9
O051286,D054,3
O051287,D063,5
O051288,D056,1
O051289,D141,9
